"","symbol","week52change","week52high","week52low","day200MovingAvg","day50MovingAvg","avg10Volume","avg30Volume","ttmEPS","companyName","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","peRatio","beta","marketcap","employees","float","ttmDividendRate","sharesOutstanding","nextDividendDate","dividendYield","nextEarningsDate","exDividendDate"
"725","COLM",0.0744,109.74,80.02,96.93,99.2,286378.5,270515.6,4.5119,"Columbia Sportswear Co.",4.508333,1.352871,0.734605,0.098186,0.206995,-0.022903,0.040869,0.021416,-0.018731,0.05093,21.92,0.915779406928966,6682738440,6511,29010394.497,0.94,67557000,NA,0.00950262838657501,"2019-10-30","2019-08-14"
"726","CMCO",-0.083116,44.01,27.66,36,36.73,173233.6,139118.1,2.2842,"Columbus McKinnon Corp.",22.865031,0.503672,0.539984,-0.091641,0.292888,0.09694,-0.017418,0.109954,0.04381,0.110596,16.95,1.30912671090345,914605120,3128,22710882.87,0.21,23621000,NA,0.00542355371900826,"2019-10-29","2019-08-08"
"727","CMCSA",0.265659,47.27,32.61,40.6,44.02,16679049.3,16175920.67,2.6548,"Comcast Corp.",3.441026,0.673753,0.104592,0.268089,0.366599,0.18731,0.126649,0.080764,0.095382,0.013376,17.66,0.88163007847402,213068867500,184000,4501110715.86,0.8,4535540000,"2019-10-01",0.0170648464163823,"2019-10-24","2019-10-01"
"728","CBSH",-0.067366,66.98,53.4,59.22,58.14,404143.6,415539.67,3.7548,"Commerce Bancshares, Inc. (Missouri)",2.648184,0.819426,0.206587,-0.075757,0.077851,0.00413,0.030868,0.059439,0.029297,0.053562,16.33,0.791021478641474,6730783510,4869,105449636.721,0.96762,109747000,NA,0.0157772705038317,"2019-10-10","2019-09-05"
"729","CBSHP",0.028383,28.1,24.81,26.08,26.36,13816.8,11007,NA,"Commerce Bancshares, Inc. (Missouri)",0.050481,0.050481,0.010405,0.045101,0.060355,0.029096,0.012048,0.010147,0.016257,0.011096,NA,0.0220546110103284,2902808150,NA,NA,NA,0,NA,NA,NA,NA
"730","CVGI",-0.108886,9.77,5.35,7.39,7.28,307019.7,342373.4,1.3078,"Commercial Vehicle Group, Inc.",-0.314504,-0.064583,0.035755,-0.123905,0.208981,-0.158654,-0.002849,-0.035813,-0.103713,0.140065,5.44,1.32376557586988,223055360,8355,28539776.672,NA,31328000,NA,NA,"2019-11-04",NA
"731","COMM",-0.607525,31.35,9.52,18.22,12.87,4710844.8,5212888.67,-1.6091,"CommScope Holding Co., Inc.",159.866667,-0.072993,-0.328229,-0.590983,-0.261277,-0.424464,-0.231098,0.095569,-0.102491,0.1189,-7.52,1.34160828329714,2348682600,20000,190671294.33,NA,194106000,NA,NA,"2019-11-07",NA
"732","JCS",0.627389,5.2,2.03,2.97,3.93,41071.9,33137.53,0.0735,"Communications Systems, Inc.",-0.61404,-0.757766,-0.373442,0.621019,1.129707,0.827648,0.652597,0.241463,0.383152,0.038776,69.52,0.222911243308361,47650750,241,6641535.425,0.1,9325000,"2019-09-13",0.0195694716242661,"2019-11-06","2019-09-13"
"733","ESXB",-0.027933,9.31,6.62,7.72,7.88,20081.4,24956.73,0.6482,"Community Bankers Trust Corp.",-0.30669,0.9511,-0.014815,-0.04581,0.110533,0.063512,0.082383,0.068836,0.094872,0.110533,13.42,0.674699977429352,193644600,255,21481997.088,0.06,22258000,"2019-09-19",0.00689655172413793,"2019-10-24","2019-09-19"
"734","CFBI",-0.117749,11.92,9.82,10.3,10.02,8205.9,7434.5,0.202,"Community First Bancshares, Inc. (Georgia)",-0.242287,-0.242287,-0.248507,-0.12381,-0.12381,-0.026923,0.005964,0.017085,0.005964,-0.000987,50.45,0.122489556341762,77016020,NA,3252403.908,NA,7558000,NA,NA,NA,NA
"735","CTBI",-0.085806,47.6,35.7,41.27,40.6,33993,33450.67,3.6756,"Community Trust Bancorp, Inc. (Kentucky)",1.225061,0.290077,-0.04058,-0.096692,0.055362,0.016575,0.044938,0.040059,0.026188,0.079317,11.65,0.869033502271966,761388910,978,17135623.617,1.44,17777000,"2019-09-13",0.0336212934858744,"2019-10-16","2019-09-13"
"736","CWBC",-0.205668,12.45,9.44,10.03,9.74,2922.5,4670.4,0.8115,"Community West Bancshares",0.923077,0.455604,-0.02439,-0.208097,-0.002041,-0.037402,-0.012071,0.009475,0.016632,-0.005086,12.09,0.0965804977041061,83041650,139,5832638.95,0.205,8465000,NA,0.0208970438328236,NA,"2019-08-12"
"737","CVLT",-0.341547,70.7,40.73,55.25,45.77,588898.3,488169.53,0.1131,"Commvault Systems, Inc.",2.13,0.080845,-0.082586,-0.340115,-0.19812,-0.29269,-0.04281,0.074662,0.03622,0.021739,406.37,1.08952026795154,2076472800,2559,41327998.38,NA,45180000,NA,NA,"2019-10-29",NA
"738","CGEN",0.098701,4.31,2,3.46,3.63,133698.2,162531.87,-0.4495,"Compugen Ltd.",0.918919,-0.60989,-0.027397,0.065455,0.745532,0.096791,0.195918,0.079474,0.314744,0.054499,-9.41,1.31206931222619,262073880,89,61859906.244,NA,61956000,NA,NA,"2019-11-04",NA
"739","CPSI",-0.097744,34,20.72,27.04,24.23,134205.6,130454.8,1.3057,"Computer Programs & Systems, Inc.",0.129727,-0.547799,-0.113744,-0.104887,-0.072458,-0.214451,-0.104214,0.066756,-0.075699,0.1147,18.38,0.695493387648745,344520000,2000,11853052.695,0.4,14355000,NA,0.0166666666666667,"2019-11-04","2019-08-15"
"740","CTG",-0.080882,5.92,3.85,4.3,4.41,43186.5,50828.9,-0.1965,"Computer Task Group, Inc.",1.192118,-0.711414,-0.232759,-0.075368,0.223844,0.248139,0.220874,0.214976,0.122768,-0.036398,-25.45,0.638008854624168,72220000,4150,10876620.88,NA,14444000,NA,NA,"2019-10-21","2016-09-22"
"741","SCOR",-0.870005,23.89,1.43,12.09,2.91,858695.6,954767.6,-5.9476,"comScore, Inc.",-0.460588,-0.593188,-0.501967,-0.856854,-0.809556,-0.874334,-0.669393,0.466321,-0.123839,0.280543,-0.43,0.817176159356072,164860360,1800,63202907.516,NA,64148000,NA,NA,"2019-11-11",NA
"742","CHCI",-0.293515,3.23,1.62,2.28,2.25,4691.1,7202.67,-0.7602,"Comstock Holding Cos., Inc.",-0.978166,-0.73499,0.422222,-0.307167,0.10929,-0.222222,-0.19604,-0.105727,0.00995,-0.055814,-2.72,0.682174069480427,16457018,82,5809164.57,NA,7730000,NA,NA,NA,NA
"743","CMTL",-0.115556,36.93,20.94,25.47,27.92,182149.4,128425.67,1.0948,"Comtech Telecommunications Corp.",3.16464,-0.225024,0.636177,-0.098074,0.26412,0.322328,0.126573,0.075618,0.030467,0.103298,27.27,0.975247125542561,720519300,1852,23500153.35,0.4,24138000,NA,0.0134003350083752,"2019-09-27","2019-07-16"
"744","CNAT",-0.915939,6.73,0.25,1.2343,0.3236,1652351.8,870809.83,-0.4404,"Conatus Pharmaceuticals, Inc.",-0.900747,-0.832819,-0.871889,-0.919192,-0.795525,-0.871938,-0.513986,0.221452,0.193871,0.106758,-0.87,2.92552069036786,12770450,31,32171782.02,NA,33170000,NA,NA,"2019-11-11",NA
"745","CNCE",-0.192018,17.83,9.21,12.21,10.68,162535.8,115485.7,-3.3453,"Concert Pharmaceuticals, Inc.",-0.212271,0.167189,-0.253841,-0.210843,-0.227708,-0.353884,-0.049002,0,-0.042048,-0.06345,-3.21,1.36024334471232,255374000,71,21197398.6,NA,23800000,NA,NA,"2019-11-11",NA
"746","BBCP",-0.591356,15.25,3.2,6.56,4.21,120427.7,127034.43,NA,"Concrete Pumping Holdings, Inc.",-0.329897,-0.329897,-0.329897,-0.611002,-0.509901,-0.583158,-0.074766,0.106145,0.03125,-0.1,NA,0.47493719603035,242112000,NA,27265943.4,NA,58200000,NA,NA,"2019-09-16",NA
"747","CDOR",0.083333,11.32,6.1,9.3,10.46,27126.3,48516.93,-0.0152,"Condor Hospitality Trust, Inc.",-0.958086,-0.100375,-0.080537,0.083333,0.501359,0.3,0.148649,0.004545,0.000906,0,-726.97,0.118138536754805,131660750,14,8715048.025,0.78,11915000,NA,0.0705882352941176,"2019-11-06","2019-06-21"
"748","CFMS",0.736842,4.83,0.358,2.1,2.41,703263.3,880203,-0.5131,"ConforMIS, Inc.",-0.853506,-0.853506,-0.477778,0.72807,4.103627,0.515385,-0.576344,0.070652,0.322148,-0.005051,-3.86,1.54846171593416,135984420,268,64217062.728,NA,68679000,NA,NA,"2019-11-04",NA
"749","CNFR",-0.342105,6.2,3.06,4.16,3.59,440.6,9894.33,-1.3967,"Conifer Holdings, Inc.",-0.570755,-0.570755,-0.424051,-0.342105,0.013514,-0.085366,-0.05303,0,0.171875,0.071429,-2.68,0.152395899903892,35655000,148,3547862.66,NA,9508000,NA,NA,"2019-11-08",NA
"750","CNFRL",-0.023904,26,19.75,23.25,23.23,1300,1540.9,NA,"Conifer Holdings, Inc.",-0.153386,-0.153386,-0.153386,-0.023904,0.126437,0.024612,0.135837,0.054217,0.020833,0,NA,0.075624394891091,232946000,NA,NA,NA,0,NA,NA,NA,NA
"751","CNMD",0.275331,102.55,56.9,80.03,93.14,174927.8,201728.93,1.0012,"CONMED Corp.",3.925445,0.763886,0.638773,0.270158,0.587447,0.266641,0.19762,0.054694,0.073363,0.01759,100.95,0.842072630232565,2859573510,3100,28043851.842,0.8,28293000,NA,0.00791530622340952,"2019-10-24","2019-09-12"
"752","CTWS",0.019502,70.5,62.8,68.68,69.93,36941.9,29834.4,1.7747,"Connecticut Water Service, Inc.",1.632197,1.157405,0.304977,0.023141,0.036873,0.046442,0.024483,0.004429,0.007885,0.006298,39.47,0.0957814238474317,845433450,297,11915446.113,1.265,12069000,NA,0.0180585296216988,"2019-11-11","2019-08-30"
"753","CNOB",-0.053445,24.75,17.07,20.91,21.55,122022.4,134788.63,2.0668,"ConnectOne Bancorp, Inc.",0.892421,0.275691,0.010503,-0.060543,0.183588,0.064333,0.035435,0.100244,0.027867,0.078619,10.97,0.97471836491346,801452510,NA,30540820.346,0.33,35353000,NA,0.0145566828407587,"2019-10-25","2019-04-12"
"754","CONN",-0.231977,37.7,15.4,21.4,20.36,1287942.9,738335.33,2.6365,"Conn's, Inc.",0.875309,-0.376225,0.492669,-0.223547,0.364147,0.136112,0.488852,0.324901,0.316412,0.106004,10.02,1.57243869447912,763617260,4475,17485592.425,NA,28903000,NA,NA,"2019-12-03",NA
"755","CNSL",-0.629921,14.23,3.9,7.76,4.75,1116168.9,990298.67,-0.6262,"Consolidated Communications Holdings, Inc.",-0.633793,-0.743785,-0.772112,-0.577953,-0.468781,-0.489524,0.196429,0.112033,0.12605,0.246512,-7.51,1.16531095287837,338757200,3600,69849932.74,1.16214,72076000,NA,0.247263829787234,"2019-11-04","2019-04-12"
"756","CWCO",0.085714,15.47,10.76,13.3,14.41,55405.4,45242.2,1.3932,"Consolidated Water Co. Ltd.",0.921481,0.087175,0.089916,0.097857,0.350615,0.167046,0.110549,0.062932,0.093172,0.059269,10.91,0.335666296260812,228425600,108,14340138.384,0.34,15028000,"2019-09-30",0.0223684210526316,"2019-11-11","2019-09-30"
"757","CNST",0.051656,14.04,4,9.16,8.51,40550.6,29286,-3.1431,"Constellation Pharmaceuticals, Inc.",0.3,0.130435,0.130435,0.050331,0.810502,-0.120843,-0.149142,0.010191,-0.125689,0.068733,-2.53,1.20671395965836,205034620,82,11188331.21,NA,25823000,NA,NA,"2019-11-07",NA
"758","ROAD",0.286182,16.58,7.7,12.62,14.85,231311.7,166909.33,0.8113,"Construction Partners, Inc.",0.021488,0.021488,0.021488,0.284546,0.643305,0.275162,0.212191,0.049432,0.048032,0.037649,19.39,0.755788017101823,814930669,2154,12811404.432,NA,32568000,NA,NA,"2019-12-16",NA
"759","CPSS",-0.069588,4.65,2.99,3.66,3.62,11017.8,11046.93,0.5373,"Consumer Portfolio Services, Inc.",1.094118,-0.495035,-0.240938,-0.069588,0.103976,-0.177677,0.016901,0.004172,-0.010959,-0.00551,6.72,0.0462482298235305,81318860,1032,13775842.878,NA,22526000,NA,NA,"2019-10-16",NA
"760","CFRX",-0.766272,2.62,0.2693,0.649,0.4187,532174.8,358115.1,0.055,"ContraFect Corp.",-0.89,-0.89,-0.590643,-0.762189,-0.774213,-0.007654,-0.135699,-0.007654,-0.065349,0.116389,7.18,0.0715832106045116,31366950,20,56206000.95,NA,79410000,NA,NA,"2019-11-07",NA
"761","CPAAU",NA,NA,NA,NA,NA,NA,NA,NA,"Conyers Park II Acquisition Corp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"762","AWSM",-0.658947,22.61,1.15,2.29,1.81,263948.7,155586.13,-4.1085,"Cool Holdings, Inc.",-0.966359,-0.94766,-0.827308,-0.656842,-0.164103,-0.609113,-0.208738,-0.099448,-0.118919,-0.041176,-0.39,2.07903905764966,14497380,178,6356913.201,NA,8949000,NA,NA,NA,NA
"763","CPRT",0.238982,83.55,44.61,64.11,76.92,1948480.4,1426770.93,2.5721,"Copart, Inc.",34.227332,2.703786,1.197377,0.224898,0.696309,0.355455,0.081717,0.060165,0.053948,-0.006144,31.81,1.04670179208003,18743734530,NA,199860997.725,NA,229113000,NA,NA,"2019-11-19",NA
"764","CRBP",0.136634,9.11,4.8,6.78,5.85,577604,699236.77,-0.9495,"Corbus Pharmaceuticals Holdings, Inc.",1.486667,1.486667,0.203226,0.116832,-0.138931,-0.134969,-0.205634,-0.07541,-0.056856,0.034862,-6.05,1.60144357889845,371102480,77,61112109.044,NA,64652000,NA,NA,"2019-11-07",NA
"765","CORT",-0.076177,19.48,9.14,12.07,11.99,722098.1,705261.53,0.68,"Corcept Therapeutics, Inc.",0.043336,5.41206,0.37426,-0.0741,-0.032562,0.06449,0.284342,0.031636,0.219891,0.053586,19.62,1.0955629475033,1516611260,166,102377626.634,NA,113689000,NA,NA,"2019-11-08",NA
"766","CORE",-0.035308,40.95,22.52,33.73,35.26,210960.4,240024.33,1.1951,"Core-Mark Holding Co., Inc.",4.551238,0.821728,0.032011,-0.006128,0.431694,-0.091975,-0.129123,0.012184,-0.040023,0.036203,27.66,0.84075934039412,1516792800,8087,44791267.6,0.43,45880000,NA,0.0130066545674531,"2019-11-11","2019-08-21"
"767","CSOD",-0.021709,62.66,45.89,54.74,56.21,769174.3,539609.3,-0.3018,"Cornerstone OnDemand, Inc.",1.849502,0.523409,0.413999,-0.025703,0.108258,0.005917,0.05949,0.053323,-0.039877,0.018888,-186.65,1.3865198367545,3418177629,1953,55860474.1215,NA,60681300,NA,NA,"2019-11-06",NA
"768","CORV",-0.411135,4.91,1.43,2.67,1.96,179522,181249.27,-0.8732,"Correvio Pharma Corp.",-0.715789,-0.653846,-0.15625,-0.466809,0.020492,-0.361538,0.111607,0.447674,0.345946,0.15814,-3.15,0.672179547735966,113590675,138,25779424.3441,NA,41305700,NA,NA,"2019-11-07",NA
"769","CRTX",-0.136516,47.5,19.35,31.04,31.22,39711.4,47261.27,NA,"Cortexyme, Inc.",NA,NA,NA,-0.14138,-0.14138,-0.14138,-0.101209,-0.051075,-0.206742,0.216193,NA,0.152230475054334,762284400,19,8999035.752,NA,26841000,NA,NA,"2019-11-27",NA
"770","CLDB",-0.061224,28.68,19.1,22.39,23.2,4822.1,2414.13,1.7119,"Cortland Bancorp, Inc. (Ohio)",-0.041646,0.953191,0.225307,-0.081633,0.073986,-0.099996,-0.0625,-0.010989,-0.06015,-0.023861,13.44,0.249889240788627,100717000,166,3899722.829,0.44,4379000,NA,0.0191304347826087,NA,NA
"771","CRVL",0.346486,93.96,52.3,73.16,86.49,106945.1,104266.7,2.5859,"CorVel Corp.",5.666544,0.590279,0.568547,0.360542,0.289567,0.221901,-0.025355,-0.088289,-0.054712,-0.044936,30.75,0.949992342042802,1468788230,3904,9464881.699,NA,18473000,NA,NA,NA,NA
"772","CRVS",-0.620935,10.64,3.2,4.26,4.32,108092.4,137100.2,-1.5605,"Corvus Pharmaceuticals, Inc.",-0.706667,-0.706667,-0.586139,-0.612805,-0.107728,-0.099291,0.046703,-0.035443,-0.005222,0.038147,-2.39,1.32915854698343,109624700,49,21111072.12,NA,29390000,NA,NA,"2019-11-04",NA
"773","CSGP",0.300166,639.41,315.85,486.61,602.39,276760.3,238746.87,8.0296,"CoStar Group, Inc.",22.01,2.271846,1.010245,0.331091,0.743756,0.245428,0.061643,-0.068364,-0.037182,-0.052499,71,1.05976374310899,20836950390,3705,35914472.811,NA,36549000,NA,NA,"2019-10-23",NA
"774","COST",0.209848,307.34,189.51,244.08,280.76,2603022.3,2387200.13,8.21,"Costco Wholesale Corp.",7.03124,1.181014,0.414678,0.201517,0.415755,0.226373,0.116207,0.049338,0.055796,-0.045661,35.55,0.840881096609206,128374409100,245000,437384673.537,2.36,439789000,NA,0.00808496060294621,"2019-10-03","2019-08-29"
"775","CPAH",-0.448113,2.7,0.9,1.55,1.34,52494.6,134109.93,-0.8295,"CounterPath Corp.",-0.969538,-0.844511,0.010204,-0.457547,-0.017094,-0.29878,-0.30303,-0.148148,-0.223235,0.026786,-1.41,0.547938360671987,6968520,93,2896527.876,NA,5955000,NA,NA,NA,NA
"776","ICBK",-0.202511,26,16.24,18.04,17.75,4548.3,4229.7,1.9881,"County Bancorp, Inc. (Manitowoc, Wisconsin)",0.058824,0.058824,-0.285998,-0.214662,0.099206,0.092394,0.091779,0.089326,0.091165,0.052643,9.9,0.384546711115401,132474320,166,5154408.264,0.24,6728000,NA,0.0121889283900457,"2019-10-18","2019-09-05"
"777","COUP",0.631612,156.16,52,103.87,139.12,3089276.4,1693992.93,-1.102,"Coupa Software, Inc.",4.830556,4.830556,2.667016,0.686857,1.179926,0.513784,0.122671,-0.012401,-0.000147,-0.08358,-119.53,2.2984552386672,8277679960,1202,62042128.808,NA,62843000,NA,NA,"2019-12-03",NA
"778","CVTI",-0.418989,31.59,13.26,18.56,15.06,176369.6,123000.17,2.103,"Covenant Transportation Group, Inc.",0.129509,0.971104,0.078487,-0.406999,-0.071066,-0.198423,0.167837,0.262069,0.152393,0.190631,8.53,1.06730722091651,330951940,5819,12516689.184,NA,16108000,NA,NA,"2019-10-22",NA
"779","CVET",-0.669286,50,12.22,27.51,19.46,1231248.7,2263506.73,0.2172,"Covetrus, Inc.",-0.21381,-0.21381,-0.21381,-0.65619,-0.65619,-0.585177,-0.427665,0.039597,-0.395563,0.080838,63.95,-0.171531550311548,1555402200,5000,97250934.66,NA,111980000,NA,NA,"2019-11-27",NA
"780","COWN",0.068182,18.36,11.8,15.69,16.28,212998.2,236869.57,0.9958,"Cowen, Inc.",-0.735044,0.06519,0.12953,0.07013,0.178827,0.111261,-0.006031,0.03,-0.051784,0.061856,16.52,1.28633416504776,485554650,1212,26922957.489,NA,29517000,NA,NA,"2019-10-24",NA
"781","COWNL",0.041833,26.73,21.93,25.32,26.27,8201.3,9219.1,NA,"Cowen, Inc.",0.022882,0.022882,0.022882,0.049004,0.127623,0.037022,0.028516,-0.003972,-0.00866,-0.000308,NA,0.0656771340646285,771869550,NA,NA,NA,0,NA,NA,NA,NA
"782","COWNZ",0.007448,26.45,22.73,25.37,25.99,6569.4,8817.3,NA,"Cowen, Inc.",0.007474,0.007474,0.007474,0.012858,0.076583,0.017244,0.014755,-0.006231,-0.021288,-0.000851,NA,0.0496743534354667,758586900,NA,NA,NA,0,NA,NA,NA,NA
"783","PMTS",-0.126471,4.18,1.95,2.88,2.7,24418.9,35942.57,-1.3434,"CPI Card Group, Inc.",-0.963024,-0.963024,-0.833333,-0.132353,0.260684,-0.202703,0.134615,0.277056,0.184739,-0.006734,-2.21,0.409255342093592,33335280,1100,4399931.464,NA,11224000,NA,NA,"2019-11-11","2017-06-14"
"784","CPSH",-0.39503,1.85,0.66,1.272,1.0244,23569.5,11949.5,-0.255,"CPS Technologies Corp.",2.823529,-0.551724,0,-0.399939,-0.195041,-0.317172,-0.110182,0.000101,-0.057048,-0.0099,-3.91,0.579601348407637,13183227,156,8052083.381,NA,13207000,NA,NA,NA,NA
"785","CRAI",-0.223083,55.65,34.24,43.23,40.37,48903.7,61051.47,2.6147,"CRA International, Inc.",1.423208,1.039253,0.260355,-0.239491,-0.048662,-0.16022,0.092426,-0.026434,0.004872,0.043247,16.12,0.509328948834459,331894640,687,7587013.808,0.77,7876000,NA,0.0182724252491694,"2019-10-24","2019-08-26"
"786","CBRL",0.07358,185,141.63,166.19,168.82,358328.3,343589.93,9.1452,"Cracker Barrel Old Country Store, Inc.",5.270779,0.775999,0.037085,0.058747,0.00834,0.045223,-0.028832,-0.058571,-0.055552,-0.011289,17.96,0.291798470732992,3950188760,73000,23777472.26,5,24044000,NA,0.0304339886785562,"2019-09-20","2019-07-18"
"787","BREW",-0.486667,18.71,8.75,14.65,13.32,212064.2,220660.53,-0.2694,"Craft Brew Alliance, Inc.",5.869767,0.072622,-0.131176,-0.492778,-0.365972,-0.413992,-0.343165,-0.346457,-0.394562,0.012195,-34.3,0.922317976573785,179856600,665,11296181.845,NA,19465000,NA,NA,"2019-11-08",NA
"788","CRAY",0.638407,36.64,18.76,28.73,34.74,276398.8,465055.77,-2.6274,"Cray, Inc.",-0.019806,0.032677,0.414016,0.637002,0.607636,0.398559,0.007495,0.009824,0.006914,0.000286,-13.31,0.795131094602829,1448661720,1287,40709630.688,NA,41414000,NA,NA,"2019-10-29",NA
"789","CREX",-0.776952,9,1.54,2.34,2.04,9066.4,12091.77,-2.9572,"Creative Realities, Inc.",-0.996717,-0.899123,-0.722825,-0.745973,-0.152893,-0.138655,-0.004854,0.025,-0.072398,0.164773,-0.61,11.1388399150763,17537400,120,5849892.06,NA,9743000,NA,NA,"2019-11-11",NA
"790","CREXW",1.3125,0.85,0.3,0.5174,0.5174,191.9,574.3,NA,"Creative Realities, Inc.",1.3125,1.3125,1.3125,1.3125,0.85,1.3125,0.121212121212121,0.85,0.233333333333333,0.85,NA,-0.373270387188876,3897200,NA,NA,NA,0,NA,NA,NA,NA
"791","CACC",0.08347,509.99,356.12,449.96,470.63,93158.9,86177.1,32.9347,"Credit Acceptance Corp.",92.071161,2.748115,1.31109,0.070339,0.220923,0.057478,-0.029569,0.010311,-0.010247,0.063037,14.61,0.99025029383232,9042296850,2040,12261922.198,NA,18797000,NA,NA,"2019-11-04",NA
"792","DGLD",-0.465334,59.5,26.38,42.07,31.47,228468.7,218529.03,NA,"VelocityShares 3x Inverse Gold ETN",-0.061837,-0.26362,-0.094372,-0.478599,-0.368195,-0.334537,-0.292876,0.003404,-0.107208,0.013058,NA,0.440609842417092,NA,NA,NA,NA,0,NA,NA,NA,NA
"793","DSLV",-0.515095,38.65,13.1,27.94,21.39,1303694.6,640962.47,NA,"VelocityShares 3x Inverse Silver ETN",-0.403993,-0.36864,0.077932,-0.561582,-0.409075,-0.415806,-0.474207,-0.206096,-0.289918,-0.004248,NA,0.0493984382889331,NA,NA,NA,NA,0,NA,NA,NA,NA
"794","GLDI",0.125917,9.49,8.02,8.74,9.16,18214.9,16340.9,NA,"Credit Suisse X-Links Gold Shares Covered Call ETN",-0.5771,-0.38982,-0.087355,0.134429,0.088534,0.074688,0.055148,-0.002653,0.028272,-0.012202,NA,-0.0601294911060389,NA,NA,NA,NA,0,NA,NA,NA,NA
"795","SLVO",0.102761,7.42,6.23,6.8,7.06,15316.3,11919.2,NA,"Credit Suisse X-Links Silver Shares Covered Call ETN",56.065217,-0.561565,-0.204449,0.131902,0.068017,0.076147,0.126718,0.042373,0.063401,0.016529,NA,0.0468078582657666,NA,NA,NA,NA,0,NA,NA,NA,NA
"796","TVIX",-0.544671,86.5,12.7,29.5,16.7,34470234.2,43972252.9,NA,"VelocityShares Daily 2x VIX Short-Term ETN",-1,-0.999851,-0.921931,-0.534322,-0.797662,-0.504769,-0.366792,-0.263904,-0.220104,-0.101796,NA,-6.52546625571257,NA,NA,NA,NA,0,NA,NA,NA,NA
"797","UGLD",0.691842,158.04,76.6,106.61,135,227721.1,211467.67,NA,"VelocityShares 3x Long Gold ETN",-0.817665,-0.406317,-0.067857,0.737824,0.471222,0.412681,0.351567,-0.016991,0.098188,-0.013126,NA,-0.43733444875949,NA,NA,NA,NA,0,NA,NA,NA,NA
"798","USLV",0.530435,132.23,54.08,72.05,87.31,809853.5,619389.63,NA,"VelocityShares 3x Long Silver ETN",-0.986914,-0.851058,-0.457918,0.711706,0.372118,0.437035,0.675775,0.176011,0.285445,0.004514,NA,-0.0629269871802151,NA,NA,NA,NA,0,NA,NA,NA,NA
"799","USOI",-0.294305,30.6,18.33,21.58,20.37,4972.6,5822.13,NA,"Credit Suisse X-links Crude Oil Shares Covered Call Etn",0.021078,0.021078,0.01272,-0.284344,0.05648,-0.119389,0.021617,-0.023388,0.01158,-0.002387,NA,0.561445521798104,NA,NA,NA,NA,0,NA,NA,NA,NA
"800","VIIX",-0.171186,21.96,9.07,12.97,10.7,93895,139222.47,NA,"VelocityShares VIX Short-Term ETN",-0.997868,-0.957024,-0.52351,-0.160169,-0.484123,-0.209098,-0.151541,-0.125331,-0.080449,-0.053486,NA,-3.38705293416042,NA,NA,NA,NA,0,NA,NA,NA,NA
"801","ZIV",-0.134185,81.68,57.69,70.73,70.97,42689,52032.87,NA,"VelocityShares Daily Inverse VIX Medium-Term ETN",5.072137,0.822797,0.151581,-0.133684,0.133475,-0.084282,-0.045116,-0.013962,-0.039684,0.011103,NA,1.47451252223121,NA,NA,NA,NA,0,NA,NA,NA,NA
"802","CREE",0.227767,69.21,33.72,54.54,55,1984800.3,2180856.4,-2.9639,"Cree, Inc.",2.109773,0.492332,2.027051,0.200804,0.207659,-0.060337,-0.1239,-0.130651,-0.17474,0.108031,-17.51,1.55609068928991,5555823480,5319,105726111.408,NA,107028000,NA,NA,"2019-10-30",NA
"803","CRSA",-0.016,9.96,9.6,9.77,9.81,22606.4,70719.83,NA,"Crescent Acquisition Corp.",-0.03,-0.03,-0.03,-0.015,-0.015,-0.015,0.014418,0.005102,0.005102,0,NA,-0.0127488964815514,NA,NA,NA,NA,0,NA,NA,NA,NA
"804","CRSAU",NA,NA,NA,NA,NA,NA,NA,NA,"Crescent Acquisition Corp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"805","CRSAW",NA,NA,NA,NA,NA,NA,NA,NA,"Crescent Acquisition Corp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"806","CRESY",-0.558442,14.97,5.3,10.74,8.38,527425.4,388673.77,5.8294,"Cresud SA",0.70549,-0.126667,-0.486216,-0.542661,-0.518489,-0.503728,-0.441231,-0.035427,-0.408687,-0.081288,0.99,0.837317624854656,NA,NA,49885938.2993,NA,NA,NA,NA,NA,NA
"807","CRNX",-0.530303,38.51,15.5,24.29,19.85,108372.5,72380.63,-1.6209,"Crinetics Pharmaceuticals, Inc.",0.079967,0.079967,0.079967,-0.52259,-0.408734,-0.293518,-0.193203,-0.106701,-0.136952,0.047763,-10.52,1.27571426053245,412610000,49,13909506.6,NA,24200000,NA,NA,"2019-11-13",NA
