"","symbol","week52change","week52high","week52low","day200MovingAvg","day50MovingAvg","avg10Volume","avg30Volume","ttmEPS","companyName","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","peRatio","beta","marketcap","employees","float","ttmDividendRate","sharesOutstanding","nextDividendDate","dividendYield","nextEarningsDate","exDividendDate"
"1466","HWC",-0.209284,50.95,32.59,39.75,37.78,515634.5,404186.6,4.0037,"Hancock Whitney Corp.",1.061395,0.328139,-0.081451,-0.212916,0.106383,-0.079103,-0.019854,0.065283,-0.006875,0.114923,9.79,1.02498647191965,3360703680,3933,84869776.56,1.08,85776000,NA,0.0275650842266463,"2019-10-28","2019-09-04"
"1467","HWCPL",0.016956,26.86,22.57,25.64,26.03,7307.4,9238.1,NA,"Hancock Whitney Corp.",0.052352,0.052352,-0.001327,0.017814,0.068709,-0.00501,0.004278,-0.017878,-0.033683,-0.000774,NA,0.0866719627816795,2212163040,NA,NA,NA,0,NA,NA,NA,NA
"1468","HAFC",-0.262956,26.45,17.01,21.2,19.74,160404,157533.37,1.8214,"Hanmi Financial Corp.",-0.645562,0.100597,-0.178045,-0.269866,-0.057483,-0.11822,-0.114525,0.017657,-0.076699,0.091848,10.54,0.993082430392872,593817600,635,30360161.92,0.96,30928000,NA,0.05,"2019-10-17","2019-08-08"
"1469","HONE",-0.066359,11.18,8.29,9.73,10.35,605495.8,650881.53,0.2273,"HarborOne Bancorp, Inc.",0.452012,0.452012,-0.111742,-0.064069,0.13441,0.057463,0.013406,-0.084734,-0.034854,0.024194,44.57,0.591324295611222,329964490,658,11593023.857,NA,32573000,NA,NA,"2019-10-18",NA
"1470","HLIT",0.321154,8.09,4.48,5.8,7.05,1055332.3,733401.07,-0.313,"Harmonic, Inc.",0.674419,-0.168831,0.140594,0.311538,0.417879,0.204947,0.337255,-0.008721,-0.072109,0.033333,-21.95,1.00226963564702,615613830,1162,85614320.389,NA,89609000,NA,NA,"2019-10-28",NA
"1471","HARP",0.205926,17.85,9.06,12.8,14.03,77513.7,48521.3,NA,"Harpoon Therapeutics, Inc.",-0.236296,-0.236296,-0.236296,0.294074,0.294074,0.516493,0.478003,0.520453,0.201513,0.182803,NA,0.109490563926045,399901920,45,12681214.128,NA,24564000,NA,NA,"2019-11-27",NA
"1472","HROW",0.989865,8.99,2.22,5.95,6.64,214202.8,307835.47,0.992,"Harrow Health, Inc.",-0.456572,-0.312865,0.140777,1.094595,0.148148,0.024793,0.070812,-0.03125,-0.175532,0.042017,5.94,0.967244130638188,148227740,134,23356463.936,NA,25166000,NA,NA,"2019-11-12",NA
"1473","HBIO",-0.440708,5.75,1.51,3.04,2.36,213591,200840.53,-0.0142,"Harvard Bioscience, Inc.",-0.205962,-0.288835,0.220833,-0.449558,-0.028125,-0.168449,0.480952,0.205426,0.219608,0.248996,-222.54,1.23504898823243,120225360,547,34058931.384,NA,38046000,NA,NA,"2019-11-04",NA
"1474","HCAP",-0.10746,11.65,9.31,10.36,10.1,16155,15244.07,0.3644,"Harvest Capital Credit Corp.",105281,-0.271405,-0.217816,-0.112789,-0.010891,-0.015764,-0.05038,-0.00595,-0.024414,0.008073,27.58,0.15967448471432,61003500,NA,5193121.73,1.065,6070000,"2019-09-18",0.105970149253731,"2019-11-06","2019-10-16"
"1475","HCAPZ",0.000789,25.91,24.25,25.38,25.56,1085,1370.8,NA,"Harvest Capital Credit Corp.",0.005926,0.005926,0.005926,0.001282,0.031707,0.005909,0.001183,-0.015451,-0.005875,0.000599,NA,0.0144904144959294,NA,NA,NA,NA,0,NA,NA,NA,NA
"1476","HAS",0.159087,126.87,76.84,97.3,113.32,725942.8,845735.67,2.4622,"Hasbro, Inc.",6.42765,0.873351,0.039499,0.157732,0.495874,0.377865,0.112723,0.029161,0.041888,0.064413,48.65,0.9724364775842,15116355780,5800,115949566.569,2.62,126201000,"2019-10-31",0.0218734346301553,"2019-10-22","2019-10-31"
"1477","HA",-0.270013,41.09,22.84,27.88,26.01,636356.7,630966.27,4.4562,"Hawaiian Holdings, Inc.",17.826667,0.923706,-0.468173,-0.287001,0.032811,0.026686,0.023651,0.082877,0.067849,0.144155,6.36,1.27878044629504,1341144400,7244,46276953.62,0.48,47290000,NA,0.0169252468265162,"2019-10-22","2019-08-15"
"1478","HWKN",0.12698,47.94,32.01,40.91,44.07,27645.6,33665.93,2.357,"Hawkins, Inc.",3.444199,0.161756,-0.190744,0.119059,0.080287,0.123788,0.131381,-0.001546,0.000886,0.047013,19.32,1.05376507166995,485577450,657,9577671.255,0.915,10665000,NA,0.0200966395783,NA,"2019-08-15"
"1479","HWBK",0.077578,27.74,19.27,23.34,23.86,11475.7,12087.13,2.2161,"Hawthorn Bancshares, Inc.",0.107873,1.192541,0.407846,0.057931,0.146917,0.071325,-0.099237,0.026087,0.002123,0.094112,10.84,0.467427029132941,150812280,301,5798565.852,0.40383,6276000,"2019-09-13",0.0168052434456929,NA,"2019-09-13"
"1480","HYAC",NA,10,9.82,9.92,9.92,197270.2,66542.37,NA,"Haymaker Acquisition Corp. II",0.22291,0.22291,0.22291,0,0,0,0,-0.005025,-0.003904,-0.003021,NA,0.0327360914654445,NA,NA,NA,NA,0,NA,NA,NA,NA
"1481","HYACU",0.090452,11,9.88,10.38,10.68,2530,5643.67,NA,"Haymaker Acquisition Corp. II",0.0839160839160839,0.0839160839160839,0.0839160839160839,0.0904522613065327,0.0284360189573459,0.0585365853658536,0.0333333333333333,0,0.0235849056603774,0,NA,-0.0624519439081092,5.12e+08,NA,NA,NA,5e+07,NA,NA,NA,NA
"1482","HYACW",NA,NA,NA,NA,NA,NA,NA,NA,"Haymaker Acquisition Corp. II",0.05,0.05,0.05,0.4,0.280487804878049,-0.125,0.235294117647059,0.117021276595745,0.193181818181818,0.05,NA,-0.175412986602007,NA,NA,NA,NA,0,NA,NA,NA,NA
"1483","HAYN",0.029361,37.13,24.46,31.49,30.67,100534.3,83151.67,0.4608,"Haynes International, Inc.",1.493333,-0.366698,-0.139571,0.012258,0.295513,0.115264,0.149563,0.192411,0.244655,0.11212,78.36,1.0780856035751,451844430,1157,12250164.435,0.88,12513000,NA,0.0243699806147881,"2019-11-14","2019-08-29"
"1484","HDS",-0.092788,47.13,35.35,40.97,39.17,2078204,1536627.5,2.4063,"HD Supply Holdings, Inc.",1.492497,0.792293,0.144721,-0.100827,0.060114,-0.103914,-0.021739,0.026212,0,-0.028295,16.42,0.751094224505705,6552339000,11500,165190272.06,NA,165882000,NA,NA,"2019-12-12",NA
"1485","HHR",0.263492,19.95,14.62,17.48,18.33,74844.1,48774,NA,"Headhunter Group Plc",NA,NA,NA,0.19746,0.19746,0.19746,0.130695,0.008017,-0.054637,0.014524,NA,0.317915138062912,NA,683,NA,NA,NA,NA,NA,"2019-09-16","2019-06-13"
"1486","HCAT",-0.098034,49.85,32.15,40.57,40.57,271129.9,368119.53,-5.9604,"Health Catalyst, Inc.",NA,NA,NA,-0.130968,-0.130968,-0.130968,-0.130968,-0.29771,-0.233851,-0.064064,-5.93,0.503692889806259,1289368350,700,17141117.58,NA,36495000,NA,NA,"2019-11-27",NA
"1487","HIIQ",-0.623055,63.13,16.25,27.72,20.36,468431.7,561142.53,1.0118,"Health Insurance Innovations, Inc.",0.886861,1.721053,0.282878,-0.621518,-0.246942,-0.379918,-0.290857,0.040676,-0.049228,0.14735,19.39,1.70708797900008,288054307,222,10829970.47,NA,12265000,NA,NA,"2019-11-11",NA
"1488","HSAC",-0.003015,10.25,9.57,9.82,9.82,5186,3310.53,NA,"Health Sciences Acquisitions Corp.",NA,NA,NA,-0.005025,-0.005025,-0.005025,-0.005025,0.006098,0.011236,0,NA,-0.0251521092162817,NA,NA,NA,NA,0,NA,NA,NA,NA
"1489","HSACU",NA,NA,NA,NA,NA,NA,NA,NA,"Health Sciences Acquisitions Corp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151656250,NA,NA,NA,14375000,NA,NA,NA,NA
"1490","HSACW",NA,NA,NA,NA,NA,NA,NA,NA,"Health Sciences Acquisitions Corp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1491","HCSG",-0.394296,48.73,21.16,33.72,25.1,800317.4,697274.77,1.1437,"Healthcare Services Group, Inc.",13.826891,0.200834,-0.243764,-0.395946,-0.350811,-0.195795,-0.227081,0.090638,0.092032,0.109524,22.47,0.762030681396447,1904729800,55000,73773594.398,0.7825,74114000,NA,0.0304474708171206,"2019-10-14","2019-08-22"
"1492","HQY",-0.359029,101.58,50.29,69.22,68.11,1438941.6,1032880.63,1.4362,"HealthEquity, Inc.",2.994318,2.994318,0.574468,-0.38734,-0.0225,-0.284281,-0.19234,-0.156496,-0.289561,0.038835,42.09,1.75599385592726,4269039450,1141,68976943.12,NA,70621000,NA,NA,"2019-12-03",NA
"1493","HSTM",-0.148232,31.49,23.06,26.25,26.97,247727.2,209529.53,0.4022,"HealthStream, Inc.",26.42,0.155987,-0.047586,-0.147267,0.090461,-0.032117,0.018042,-0.074022,-0.072403,0.029903,65.86,0.728413756230658,857587260,790,26357227.352,NA,32374000,NA,NA,"2019-10-21","2018-03-05"
"1494","HTLD",0.057831,22.29,17,19.48,19.87,391998,320217.03,0.9906,"Heartland Express, Inc.",1.063918,-0.045303,0.030896,0.068916,0.210038,0.080897,0.161257,0.123038,0.136853,0.028757,22.16,0.774712263722952,1799395150,3800,45467723.28,0.08,81977000,"2019-09-19",0.00364464692482916,"2019-10-25","2019-09-19"
"1495","HTLF",-0.210403,61.95,40.8,45.39,44.39,136795.8,107887.17,4.08,"Heartland Financial USA, Inc.",2.033267,0.941962,-0.057548,-0.221141,0.04526,-0.006209,0.065412,0.037318,-0.010446,0.106028,11.53,0.963600383778148,1726631400,2045,34307388.09,0.6,36690000,NA,0.0127496812579685,"2019-11-04","2019-08-08"
"1496","HTBX",-0.696417,2.24,0.46,0.9983,0.586,97122.5,124172.2,-0.6255,"Heat Biologics, Inc.",-0.989237,-0.977849,-0.85493,-0.701497,-0.473396,-0.546179,-0.235342,-0.05197,-0.166243,0.073255,-0.91,0.787331709107785,19339836,30,32428990.506,NA,34067000,NA,NA,"2019-11-14",NA
"1497","HEBT",1.950704,4.5,0.5,1.33,2.51,349751.2,288282.87,-0.3215,"Hebron Technology Co., Ltd.",-0.851282,-0.851282,-0.783582,1.873239,3.800565,4.037037,3.429967,0.888889,0.990244,-0.053364,-13.03,0.0639255545424857,68168786,88,NA,NA,8491000,NA,NA,NA,NA
"1498","HSII",-0.273325,44.66,25.27,33.29,28.13,111474.6,96731.1,2.8436,"Heidrick & Struggles International, Inc.",2.050298,1.012373,0.660325,-0.278581,-0.130504,-0.33309,-0.16793,-0.004714,-0.06314,0.043726,9.72,1.10289886688425,528999800,1610,18531599.576,0.56,19132000,NA,0.020253164556962,"2019-10-29","2019-08-08"
"1499","HELE",0.191914,156.15,108.3,131.14,148.17,173679.2,174526.1,6.8688,"Helen of Troy Ltd.",9.624721,1.297006,0.509149,0.2065,0.168163,0.357595,0.115263,0.015682,0.045689,0.013788,21.89,0.686361163527019,3775088520,1500,24916940.01,NA,25107000,NA,NA,"2019-10-10",NA
"1500","HLIO",-0.157097,58.13,30.79,42.75,43.72,114819.1,83801.8,1.9304,"Helios Technologies, Inc.",NA,NA,NA,-0.147811,0.341987,-0.047044,-0.011866,0.053655,-0.003104,0.006941,23.04,1.70900890197398,1424560960,2065,29106329.762,0.36,32027000,NA,0.00809352517985612,"2019-11-11","2019-07-03"
"1501","HSDT",-0.807615,10.76,1.75,4.8,2.06,28733.6,35203.03,-0.3583,"Helius Medical Technologies, Inc.",-0.786329,-0.786329,-0.655224,-0.811623,-0.793633,-0.730659,-0.373333,0.010753,-0.12963,0.038674,-5.36,0.160247462999924,49735680,25,17425802.128,NA,25904000,NA,NA,"2019-11-07",NA
"1502","HMTV",-0.040433,15.26,11.33,13.25,12.36,21959.9,29024.73,-0.0583,"Hemisphere Media Group, Inc.",0.333333,0.209677,0.327434,-0.044765,0.088889,-0.055,0.024787,0.097015,0.08,0.088889,-227.96,0.898716212460024,524587943,305,16463943.816,NA,19752000,NA,NA,"2019-11-11",NA
"1503","HNNA",-0.234398,15.26,9,10.04,9.82,15203.1,15362.6,1.5656,"Hennessy Advisors, Inc.",3.538651,0.262444,-0.384478,-0.243832,0.014606,0.0611,0.10148,0.079793,0.051463,0.029644,6.74,0.26443470775366,79114450,23,4046925.338,0.43,7499000,NA,0.0407582938388626,"2019-11-27","2019-08-19"
"1504","HCAC",0.017276,10.34,9.81,9.93,9.98,26668.1,80324.7,NA,"Hennessy Capital Acquisition Corp. IV",0.002033,0.002033,0.002033,0.018293,0.018293,0.018293,0.01417,0.00562,0.005015,0.000999,NA,0.000287295214883293,75112538,NA,NA,NA,0,NA,NA,NA,NA
"1505","HCACU",NA,NA,NA,NA,NA,NA,NA,NA,"Hennessy Capital Acquisition Corp. IV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78039000,NA,NA,NA,30015000,NA,NA,NA,NA
"1506","HCACW",NA,NA,NA,NA,NA,NA,NA,NA,"Hennessy Capital Acquisition Corp. IV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4502250,NA,NA,NA,0,NA,NA,NA,NA
"1507","HSIC",-0.226737,91.35,56.58,68.14,64.75,1205810.4,1386804.33,3.1763,"Henry Schein, Inc.",4.610029,0.118318,-0.276883,-0.218201,-0.148711,0.081131,-0.089088,0.044155,-0.023867,0.056368,20.25,0.726327491201335,9536018880,18000,145999088.063,NA,148259000,NA,NA,"2019-11-08",NA
"1508","HEPA",-0.940927,56.7,2,13.14,2.88,151636.6,177363.9,-69.1328,"Hepion Pharmaceuticals, Inc.",NA,NA,NA,-0.941506,-0.851252,-0.839683,-0.700297,0.358744,0.066901,0.147727,-0.04,0.151440412402478,10569240,14,3405947.952,NA,3454000,NA,NA,NA,NA
"1509","HTBK",-0.18062,15.78,10.84,12.44,11.82,180262.1,169516.2,1.138,"Heritage Commerce Corp.",0.380849,0.604298,-0.141407,-0.187212,0.045802,-0.052995,0.003255,0.08348,0.024938,0.088261,10.92,0.795945479209358,540692570,302,41086762.955,0.46,43499000,NA,0.0370072405470636,"2019-10-24","2019-08-07"
"1510","HFWA",-0.234973,37.35,25.24,29.98,27.53,196608,171481.87,1.75,"Heritage Financial Corp. (Washington)",0.461428,0.997481,0.253755,-0.247268,-0.079826,-0.122891,-0.065468,0.000363,0.002547,0.079545,16,0.93121222569436,1032696000,859,36295649.964,0.68,36882000,NA,0.0242857142857143,"2019-10-24","2019-08-07"
"1511","HCCI",0.148598,29.01,19.01,25.92,26.09,43580.6,38010.67,0.5849,"Heritage-Crystal Clean, Inc.",0.871741,0.795808,0.800678,0.151402,0.046729,0.034425,-0.034104,-0.049749,-0.12,0.013158,42.02,0.703998552786714,569764400,1338,14624030.2,NA,23180000,NA,NA,"2019-10-14",NA
"1512","MLHR",0.191711,46.29,28.66,37.75,43.61,403265.5,365977.43,2.7134,"Herman Miller, Inc.",1.459813,0.273548,0.192749,0.182888,0.450016,0.217391,0.146708,0.020295,-0.006289,0.008894,16.43,1.06792778794754,2632036780,8000,58688987.226,0.79,59054000,NA,0.0177249270809962,"2019-09-18","2019-08-30"
"1513","HRTX",-0.40499,35.51,15.68,22.04,18.08,752979.1,787518.03,-2.5624,"Heron Therapeutics, Inc.",0.385039,0.412851,0.168771,-0.405076,-0.211154,-0.177956,0.16204,0.128784,0.197315,0.139444,-8,1.52101172705231,1637026160,198,78785575.44,NA,79816000,NA,NA,"2019-11-08",NA
"1514","HSKA",-0.387274,114.5,62.47,83.13,75.5,196744.1,119238.13,0.3196,"Heska Corp.",8.695238,6.277927,-0.130007,-0.41333,-0.291409,-0.197975,-0.176252,-0.134008,-0.214565,-0.073491,209.7,1.03108985487238,522554940,347,6904703.523,NA,7797000,NA,NA,"2019-10-30",NA
"1515","HX",-0.784339,8.57,1.4,2.64,2.17,211213.3,200702.8,0.1203,"Hexindai Inc.",-0.777251,-0.777251,-0.777251,-0.793325,-0.3,-0.468647,-0.345528,-0.314894,-0.3,0.03871,13.97,0.956730031993339,NA,552,NA,NA,NA,NA,NA,"2019-12-02","2018-08-01"
"1516","HFFG",0.242261,35,10.25,16,20.08,6838.4,9542.33,0.301,"HF Foods Group, Inc.",0.328221,0.328221,0.328221,0.238223,0.354934,0.394996,-0.074912,-0.112825,-0.182586,-0.005943,61.33,-0.136500026118468,412581000,400,6540794.55,NA,22350000,NA,NA,NA,NA
"1517","HIBB",-0.059747,25.24,13.08,18.36,17.56,857997.1,938420.73,1.4751,"Hibbett Sports, Inc.",1.822559,-0.619127,-0.181312,-0.091139,0.191899,-0.029205,-0.16744,0.095849,0.025714,0.158812,12.59,0.51456803838087,327389100,10600,17416342.03,NA,17629600,NA,NA,"2019-11-22",NA
"1518","SNLN",-0.041667,18.3,16.61,17.59,17.52,140314.4,136026.23,NA,"Highland/iBoxx Senior Loan ETF",-0.112879,-0.104418,-0.038275,-0.040022,0.021587,-0.009055,-0.008774,0,-0.007088,0.004014,NA,0.0938920300137304,NA,NA,NA,NA,0,NA,NA,NA,NA
"1519","HPJ",0.807843,4.67,2.07,3.41,4.48,44487.3,59624.13,1.0638,"Highpower International, Inc.",-0.450029,-0.204693,-0.191011,0.796078,1.035556,0.364639,0.467949,0.026906,0.026906,0.020045,4.33,0.470362443883049,72335510,4400,10569740.038,NA,15691000,NA,NA,NA,NA
"1520","HIHO",-0.576531,4.7,1.62,2.79,1.97,10678.1,12261,-0.2144,"Highway Holdings Ltd.",0.758824,0.12406,-0.180822,-0.572508,-0.34375,-0.46958,-0.373134,-0.113456,-0.16,0.00161,-7.74,0.0279481415966877,6311111,NA,2906441.428024,NA,3801874,NA,NA,NA,NA
"1521","HIMX",-0.604959,6.66,1.7,3.3,2.64,1694456.5,1578427.8,0.011,"Himax Technologies, Inc.",-0.619429,-0.576336,-0.511013,-0.585124,-0.280802,-0.32345,-0.257396,0.120536,-0.177049,0.156682,217.27,1.20446484422321,NA,2160,172145500,NA,NA,NA,NA,"2019-11-07","2018-07-18"
"1522","HIFS",-0.1195,229.99,163,189.7,189.22,3828,4194.8,15.0201,"Hingham Institution for Savings",4.685672,1.675516,0.036346,-0.142779,-0.057702,0.035795,0.004278,-0.021773,0.00032,0.056243,12.84,0.48446892036818,410635875,96,1356494.8475,1.5,2128750,NA,0.00777604976671851,NA,"2019-07-05"
"1523","HSGX",-0.620312,1.43,0.08,0.2044,0.2084,10565218.7,7077631.17,0.1933,"Histogenics Corp.",-0.983949,-0.983949,-0.890349,-0.647029,0.681077,0.686579,-0.335161,0.088173,0.122549,-0.233544,1.15,0.435590307395424,20972820,49,88434539.6,NA,94600000,NA,NA,"2019-11-11",NA
"1524","HCCH",0.069328,10.18,9.5,9.99,10.14,3882.6,7313.6,0.1186,"HL Acquisitions Corp.",0.052356,0.052356,0.052356,0.069328,0.033503,0.024145,0.002956,0.003945,0.003945,0.000983,85.83,-0.00922472330452803,70883340,2,5737108.146,NA,6963000,NA,NA,NA,NA
"1525","HCCHR",-0.263158,0.86,0.25,0.4081,0.4266,6490.3,3436.77,NA,"HL Acquisitions Corp.",-0.263157894736842,-0.263157894736842,-0.263157894736842,-0.263157894736842,-0.471698113207547,-0.317073170731707,-0.333333333333333,-0.0344827586206895,-0.3,-0.0666666666666665,NA,-0.00373517195991303,1538823,NA,NA,NA,0,NA,NA,NA,NA
"1526","HCCHU",0.023833,10.43,10.05,10.31,10.35,115.1,1656.7,NA,"HL Acquisitions Corp.",0.0238331678252235,0.0238331678252235,0.0238331678252235,0.0238331678252235,-0.00386473429951683,-0.00386473429951683,-0.00193610842207159,0.00585365853658541,-0.00482625482625472,0,NA,0.020498337424666,73390020,NA,NA,NA,0,NA,NA,NA,NA
"1527","HCCHW",-0.210526,1.04,0.3,0.3827,0.3408,25800,11013.33,NA,"HL Acquisitions Corp.",-0.210526315789474,-0.210526315789474,-0.210526315789474,-0.210526315789474,0,-0.4,-0.210526315789474,-0.0322580645161291,-0.142857142857143,-0.090909090909091,NA,-0.0123445882587694,1879314,NA,NA,NA,0,NA,NA,NA,NA
"1528","HMNF",0.013012,23.34,18.45,20.88,20.87,2121,2276.47,2.0823,"HMN Financial, Inc.",0.387137,0.973094,0.257143,0.009639,0.058615,-0.007109,-0.014998,-0.002381,0.010613,0,10.09,0.113461010036296,101820880,194,3478616.876,NA,4844000,NA,NA,NA,NA
"1529","HMSY",0.099255,40.67,26.21,32.27,36.24,542586.2,608537.7,1.1873,"HMS Holdings Corp.",37.961675,0.952147,0.580725,0.094486,0.292958,0.135085,0.201964,-0.080391,0.047945,0.003005,31.06,1.0953847458842,3221578640,2500,85902678.141,NA,87353000,NA,NA,"2019-11-07",NA
"1530","HOLI",-0.199022,24.1,13.59,18.96,16.64,291682.1,256170.27,2.1142,"HollySys Automation Technologies Ltd.",2.884615,-0.017032,0.27124,-0.193643,-0.081337,-0.231235,-0.106233,0.014145,-0.017868,0.089168,7.75,1.0876221793792,988401960,3292,55542216.294,NA,60342000,NA,NA,"2019-11-18","2018-10-19"
"1531","HOLX",0.26001,52.19,37.47,46.12,49.12,1250449,1410720.43,-0.1138,"Hologic, Inc.",20.295325,0.904937,0.030457,0.262544,0.29672,0.051277,0.044883,-0.010133,-0.01987,0.002213,-436.91,0.961420151862797,13290454320,6252,265081479.468,NA,267306000,NA,NA,"2019-11-08",NA
"1532","HBCP",-0.083314,44.81,32.58,36.13,36.89,16247.9,14237.73,3.3781,"Home Bancorp, Inc.",2.155788,0.800397,-0.022378,-0.089477,0.110523,0.139063,0.102238,0.093476,0.091382,0.070872,11.89,0.502440647674696,377785120,NA,7580038.309,0.8,9407000,NA,0.0199203187250996,"2019-10-29","2019-08-02"
"1533","HOMB",-0.141088,23.67,15.35,18.46,18.58,548871,548221.2,1.72,"Home Bancshares, Inc. (Arkansas)",3.656909,0.281465,-0.231071,-0.149934,0.161329,0.013179,0.026161,0.056044,0.019629,0.092666,11.29,0.976380446233135,3252228560,1815,153186328.96,0.49,167468000,NA,0.0252317198764161,"2019-10-17","2019-08-13"
"1534","HFBL",-0.048802,37.3,25.64,32.18,32.72,1557,1645.73,2.679,"Home Federal Bancorp, Inc. of Louisiana",2.003534,0.764324,0.092004,-0.051464,0.088595,-0.012927,-0.05621,-0.080034,0.000936,0.000624,12,0.0495714974385393,59335200,NA,1243092.735,0.56,1845000,NA,0.0174129353233831,NA,"2019-07-19"
"1535","HMST",0.009842,31.96,20.5,27.03,27.58,113152.2,153962.1,1.5872,"HomeStreet, Inc.",5.589714,0.679091,0.059926,0.000351,0.329907,0.045171,-0.086063,0.053294,0.014979,0.074368,18.1,0.896210032440543,700925810,2036,23642181.217,NA,24397000,NA,NA,"2019-10-30",NA
"1536","HTBI",-0.055959,30,23.93,25.69,25.32,31501.4,33365.13,1.525,"HomeTrust Bancshares, Inc.",1.183761,0.674312,0.017928,-0.068048,0.00372,-0.005895,0.084405,0.055556,0.0792,0.06514,17.92,0.543587573945723,491502720,NA,16282281.984,0.18,17984000,NA,0.00658616904500549,"2019-11-04","2019-08-21"
"1537","FIXX",0.028971,31.8,14.19,22.03,18.7,224429.7,240024.07,-2.1539,"Homology Medicines, Inc.",0.216506,0.216506,0.216506,0.022977,-0.164423,-0.205586,0.110027,0.342951,0.166952,0.01336,-9.56,1.05889434334333,905699600,124,28174995.576,NA,43966000,NA,NA,"2019-11-12",NA
"1538","HOFT",-0.482222,41.1,17.09,25.92,19.79,126104.6,95633.53,2.5572,"Hooker Furniture Corp.",1.185934,1.198695,-0.338713,-0.482469,-0.237818,-0.309618,0.005276,0.115487,0.01896,0.103739,8.2,1.02174641362017,248242860,1263,11522221.35,0.59,11838000,"2019-09-13",0.028135431568908,"2019-12-05","2019-09-13"
"1539","HOOK",-0.458571,14.76,6.06,8.9,7.33,22339.5,38105.97,NA,"HOOKIPA Pharma, Inc.",-0.017857,-0.017857,-0.017857,-0.457143,-0.457143,-0.457143,-0.214064,0.085714,0.039672,-0.066339,NA,-0.0941080977190889,192598189,56,11405511.878,NA,21589000,NA,NA,"2019-11-27",NA
"1540","HOPE",-0.117192,17.15,11.37,13.74,13.92,487958.2,453533.93,1.39,"Hope Bancorp, Inc.",1.25,-0.066753,-0.237288,-0.129685,0.200164,0.046495,0.092606,0.057845,0.038325,0.084507,10.68,0.907006446684783,1880020240,1494,120524626.39,0.56,126686000,NA,0.0377358490566038,"2019-10-16","2019-07-25"
"1541","HBNC",-0.09351,20.65,14.79,16.42,16.47,86878.2,75516.13,1.3308,"Horizon Bancorp, Inc. (Indiana)",3.662366,0.903333,-0.050443,-0.104752,0.091589,0.026964,0.100503,0.063107,0.025761,0.088199,13.33,0.761709300590914,799382140,716,38668060.747,0.42,45061000,NA,0.0236753100338219,"2019-10-23","2019-07-03"
"1542","HRZN",0.018852,13.48,10.05,11.93,12.01,72168.7,83709.1,1.2428,"Horizon Technology Finance Corp.",-0.241822,-0.115931,0.036842,0.015424,0.039474,-0.11236,0.007653,-0.028689,-0.020661,-0.002525,9.57,0.511554235783195,161038160,NA,12898100.184,1.2,13544000,"2019-09-18",0.100925147182506,"2019-11-04","2019-11-18"
"1543","HZNP",0.279883,29.44,16.56,24.26,25.65,956992.5,1293876.27,0.4588,"Horizon Therapeutics Plc",2,1.048507,1.712451,0.284257,0.326141,-0.025083,0.119915,-0.004895,0.05847,-0.024363,57.41,1.00061905952788,4911040320,1000,184051210.96,NA,186448000,NA,NA,"2019-11-11",NA
"1544","HPT",-0.120124,29.17,22.47,25.56,24.61,1003239.7,903781.07,1.4782,"Hospitality Properties Trust",-0.153599,-0.14174,-0.166192,-0.13117,0.076561,-0.042966,0.020268,0.005995,0.030291,0.010843,17.24,0.712718900006759,4191805010,NA,162221867.193,2.13,164449000,NA,0.0835621812475481,"2019-11-11","2019-07-26"
"1545","TWNK",0.167213,14.86,9.86,12.83,14.18,1350416.8,1709381.57,0.5181,"Hostess Brands, Inc.",0.341837,0.341837,-0.19621,0.160656,0.288444,0.186924,0.044248,0.036603,0.004968,0.005682,27.49,0.440856204162605,1855802140,2000,116513367.696,NA,120868000,NA,NA,"2019-11-11",NA
"1546","TWNKW",-0.304636,2.4,0.72,1.44,1.05,19067.9,29222.87,NA,"Hostess Brands, Inc.",1.625,1.625,-0.606741573033708,-0.304635761589404,0.129032258064516,-0.275862068965517,0.0194174757281554,-0.139344262295082,0.0606060606060607,-0.0277777777777778,NA,0.206753122237822,230672036,NA,NA,NA,0,NA,NA,NA,NA
"1547","HOTH",-0.375147,13.88,3.95,5.64,5.35,7481,5895.2,-0.3769,"Hoth Therapeutics, Inc.",-0.407972,-0.407972,-0.407972,-0.436108,-0.436108,-0.109259,-0.334588,-0.085551,-0.127042,-0.043738,-14.14,0.499043201298358,53715740,2,3523752.544,NA,10077000,NA,NA,"2019-11-27",NA
"1548","HMHC",-0.037594,10.64,4.72,7.4,5.68,416282.8,528949.27,-1.2754,"Houghton Mifflin Harcourt Co.",-0.489281,-0.573908,-0.381679,-0.042105,-0.316524,-0.146113,0.197368,0.160291,0.076014,0.115587,-5.02,0.788736149442798,795622400,3600,123462943.608,NA,124316000,NA,NA,"2019-11-07",NA
"1549","HWCC",-0.457831,8.35,3.55,5.5,4.59,59177.9,71694.37,0.487,"Houston Wire & Cable Co.",-0.595003,-0.475298,-0.044961,-0.444578,-0.087129,-0.198261,-0.149446,-0.029474,0.029018,0.03132,9.24,0.724263501771371,74902500,427,15828895.65,NA,16645000,NA,NA,"2019-11-11","2016-08-17"
