"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Ex","Company","City","State","BreachType","TotalRecords","BreachYear","Latitude","Longitude","CompanyName"
"1037","FB","Facebook, Inc.",940,"$529.71B","2012","Technology","Computer Software: Programming, Data Processing","NASDAQ","Facebook","Menlo Park","California","Unintended Disclosure",6e+06,2013,37.45296,-122.181725,"Facebook, Inc."
"1038","FB","Facebook, Inc.",940,"$529.71B","2012","Technology","Computer Software: Programming, Data Processing","NASDAQ","Facebook, inc.","San Francisco","California","Unintended Disclosure",3e+06,2018,37.77493,-122.419416,"Facebook, Inc."
"1039","FB","Facebook, Inc.",940,"$529.71B","2012","Technology","Computer Software: Programming, Data Processing","NASDAQ","Facebook, Inc.",NA,"California","Hacking",5e+07,2018,0,0,"Facebook, Inc."
"1040","FLMN","Falcon Minerals Corporation",2126,"$503.15M","2017","Energy","Oil & Gas Production","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","DAVE","Famous Dave&#39;s of America, Inc.",1898,"$42.2M","n/a","Consumer Services","Restaurants","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","FANH","Fanhua Inc.",1449,"$1.74B","n/a","Finance","Specialty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","FARM","Farmer Brothers Company",573,"$206.87M","n/a","Consumer Non-Durables","Packaged Foods","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","FMAO","Farmers & Merchants Bancorp, Inc.",1346,"$284.1M","n/a","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","FMNB","Farmers National Banc Corp.",642,"$373.5M","n/a","Finance","Major Banks","NASDAQ","Target National Bank","Sioux Falls","South Dakota","Insider",40,2008,43.549975,-96.700327,"Farmers National Banc Corp."
"1046","FAMI","FARMMI, INC.",280,"$15.27M","2018","Consumer Non-Durables","Packaged Foods","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","FARO","FARO Technologies, Inc.",2066,"$853.78M","1997","Capital Goods","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","FAST","Fastenal Company",1633,"$17.56B","1987","Consumer Services","RETAIL: Building Materials","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","FAT","FAT Brands Inc.",1610,"$46.6M","2017","Consumer Services","Restaurants","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","FATE","Fate Therapeutics, Inc.",807,"$1.07B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","FBSS","Fauquier Bankshares, Inc.",1111,"$77.97M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","FNHC","FedNat Holding Company",578,"$161.78M","n/a","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","FLLCU","Fellazo Inc.",2661,"$52.09M","2019","Finance","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","FENC","Fennec Pharmaceuticals Inc.",1881,"$85.55M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","GSM","Ferroglobe PLC",286,"$221.55M","n/a","Capital Goods","Metal Fabrications","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","FFBW","FFBW, Inc.",2653,"$65.15M","2017","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","FCSC","Fibrocell Science Inc.",355,"$18.74M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","FGEN","FibroGen, Inc",1999,"$3.88B","2014","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","FDBC","Fidelity D & D Bancorp, Inc.",2204,"$208.02M","n/a","Finance","Major Banks","NASDAQ","FDIC","Washington","District Of Columbia","Unintended Disclosure",44000,2016,38.907192,-77.036871,"Fidelity D & D Bancorp, Inc."
"1060","ONEQ","Fidelity Nasdaq Composite Index Tracking Stock",1671,"$2.07B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","FDUS","Fidus Investment Corporation",744,"$370.37M","2011","n/a","n/a","NASDAQ","Fidelity Investments","Boston","Massachusetts","Portable Device",196000,2006,42.358431,-71.059773,"Fidus Investment Corporation"
"1062","FDUS","Fidus Investment Corporation",744,"$370.37M","2011","n/a","n/a","NASDAQ","Fidelity Investments",NA,"Maryland","Unintended Disclosure",1,2014,39.045755,-76.641271,"Fidus Investment Corporation"
"1063","FDUS","Fidus Investment Corporation",744,"$370.37M","2011","n/a","n/a","NASDAQ","Fidelity Investments","Boston","Massachusetts","Unintended Disclosure",348,2017,42.360083,-71.05888,"Fidus Investment Corporation"
"1064","FRGI","Fiesta Restaurant Group, Inc.",2531,"$237.41M","n/a","Consumer Services","Restaurants","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","FITB","Fifth Third Bancorp",1408,"$19.22B","n/a","Finance","Major Banks","NASDAQ","Fifth Third Bank","Evansville","Indiana","Insider",1000,2006,37.974764,-87.555848,"Fifth Third Bancorp"
"1066","FITBI","Fifth Third Bancorp",1481,"$506.7M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","FISI","Financial Institutions, Inc.",1511,"$464.81M","1999","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","FNSR","Finisar Corporation",1197,"$2.73B","1999","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","FNJN","Finjan Holdings, Inc.",335,"$48.34M","n/a","Miscellaneous","Multi-Sector Companies","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","FTAC","FinTech Acquisition Corp. III",2655,"$440.22M","2019","Finance","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","FEYE","FireEye, Inc.",639,"$2.88B","2013","Technology","Computer peripheral equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","FBNC","First Bancorp",1756,"$1.05B","1987","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","FNLC","First Bancorp, Inc (ME)",1332,"$276.7M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","FRBA","First Bank",420,"$198.09M","2013","n/a","n/a","NASDAQ","Texas First Bank","Texas City","Texas","Portable Device",4000,2007,29.383845,-94.9027,"First Bank"
"1075","FRBA","First Bank",420,"$198.09M","2013","n/a","n/a","NASDAQ","FirstMerit Bank","Streetsboro","Ohio","Physical Loss",0,2009,41.239223,-81.345941,"First Bank"
"1076","FRBA","First Bank",420,"$198.09M","2013","n/a","n/a","NASDAQ","Frost Bank","San Antonio","Texas","Hacking",9300,2006,29.424122,-98.493628,"First Bank"
"1077","FRBA","First Bank",420,"$198.09M","2013","n/a","n/a","NASDAQ","First Banks Inc","Louisville","Kentucky","Portable Device",0,2006,38.252665,-85.758456,"First Bank"
"1078","FRBA","First Bank",420,"$198.09M","2013","n/a","n/a","NASDAQ","Frost Bank","San Antonio","Texas","Unknown",500,2007,29.424122,-98.493628,"First Bank"
"1079","BUSE","First Busey Corporation",1287,"$1.36B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","FBIZ","First Business Financial Services, Inc.",1193,"$194.74M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","FCAP","First Capital, Inc.",2226,"$190.38M","n/a","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","FCBP","First Choice Bancorp",1120,"$245.82M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","FCNCA","First Citizens BancShares, Inc.",2005,"$4.94B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","FCBC","First Community Bankshares, Inc.",1662,"$497.42M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","FCCO","First Community Corporation",881,"$132.47M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","FDEF","First Defiance Financial Corp.",1390,"$515.89M","n/a","Finance","Savings Institutions","NASDAQ","First Magnus Financial","Ft. Lauderdale","Florida","Physical Loss",0,2008,26.122308,-80.143379,"First Defiance Financial Corp."
"1087","FFBC","First Financial Bancorp.",1234,"$2.31B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","FFIN","First Financial Bankshares, Inc.",1633,"$4.16B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","THFF","First Financial Corporation Indiana",1938,"$498.98M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","FFNW","First Financial Northwest, Inc.",649,"$142.29M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","FFWM","First Foundation Inc.",661,"$623.13M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","FGBI","First Guaranty Bancshares, Inc.",933,"$167.16M","n/a","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","FHB","First Hawaiian, Inc.",1355,"$3.43B","2016","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","INBK","First Internet Bancorp",1097,"$201.39M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","FIBK","First Interstate BancSystem, Inc.",1842,"$2.54B","2010","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","FRME","First Merchants Corporation",1768,"$1.78B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","FMBH","First Mid Bancshares, Inc.",1674,"$535.78M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","FMBI","First Midwest Bancorp, Inc.",948,"$2.12B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","FXNC","First National Corporation",915,"$92.35M","n/a","Finance","Major Banks","NASDAQ","First Data Corporation","Atlanta","Georgia","Unintended Disclosure",15399,2012,33.748995,-84.387982,"First National Corporation"
"1100","FNWB","First Northwest Bancorp",780,"$174.5M","2015","Finance","Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","FSFG","First Savings Financial Group, Inc.",2250,"$137.68M","n/a","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","FSEA","First Seacoast Bancorp",2552,"$54.69M","2019","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","FSLR","First Solar, Inc.",2334,"$6.54B","2006","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","FAAR","First Trust Alternative Absolute Return Strategy ETF",1419,"$46.56M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund",1433,"$28.27M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","BICK","First Trust BICK Index Fund",1315,"$114.67M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","FBZ","First Trust Brazil AlphaDEX Fund",776,"$121.79M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","FTHI","First Trust BuyWrite Income ETF",1180,"$74.79M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","FCAL","First Trust California Municipal High income ETF",2191,"$40.28M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","FCAN","First Trust Canada AlphaDEX Fund",1215,"$4.58M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","FTCS","First Trust Capital Strength ETF",2228,"$2.7B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","FCEF","First Trust CEF Income Opportunity ETF",1161,"$37.11M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","FCA","First Trust China AlphaDEX Fund",1254,"$9.55M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","SKYY","First Trust Cloud Computing ETF",2245,"$2.22B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","RNDM","First Trust Developed International Equity Select ETF",2064,"$27.05M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","FDT","First Trust Developed Markets Ex-US AlphaDEX Fund",2153,"$798.1M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund",1732,"$8.55M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF",1409,"$477.6M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","FV","First Trust Dorsey Wright Focus 5 ETF",1524,"$2.36B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","IFV","First Trust Dorsey Wright International Focus 5 ETF",919,"$457.95M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","DDIV","First Trust Dorsey Wright Momentum & Dividend ETF",1339,"$31.85M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF",1201,"$112.16M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","DVLU","First Trust Dorsey Wright Momentum & Value ETF",894,"$18.04M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","DWPP","First Trust Dorsey Wright People&#39;s Portfolio ETF",1631,"$50.46M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","DALI","First Trust DorseyWright DALI 1 ETF",983,"$66.79M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","FDNI","First Trust Dow Jones International Internet ETF",1175,"$4.42M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","FEM","First Trust Emerging Markets AlphaDEX Fund",1231,"$596.34M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","RNEM","First Trust Emerging Markets Equity Select ETF",2067,"$9.85M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","FEMB","First Trust Emerging Markets Local Currency Bond ETF",1818,"$130.34M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund",1735,"$135.45M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","FTSM","First Trust Enhanced Short Maturity ETF",2317,"$4.8B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","FEP","First Trust Europe AlphaDEX Fund",1716,"$520.97M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","FEUZ","First Trust Eurozone AlphaDEX ETF",1795,"$49.48M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","FGM","First Trust Germany AlphaDEX Fund",1840,"$122.6M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","FTGC","First Trust Global Tactical Commodity Strategy Fund",883,"$167.71M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","FTLB","First Trust Hedged BuyWrite Income ETF",1174,"$8.83M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","HYLS","First Trust High Yield Long/Short ETF",2050,"$1.33B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","FHK","First Trust Hong Kong AlphaDEX Fund",1658,"$3.16M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","NFTY","First Trust India Nifty 50 Equal Weight ETF",1681,"$3.23M","n/a","n/a","n/a","NASDAQ","NBTY","Bohemia","New York","Unintended Disclosure",0,2010,40.769265,-73.115112,"First Trust India Nifty 50 Equal Weight ETF"
"1140","FTAG","First Trust Indxx Global Agriculture ETF",1181,"$3.1M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","FTRI","First Trust Indxx Global Natural Resources Income ETF",496,"$7.78M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","LEGR","First Trust Indxx Innovative Transaction & Process ETF",1514,"$40.79M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","NXTG","First Trust Indxx NextG ETF",2061,"$176.49M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","FPXI","First Trust International Equity Opportunities ETF",1820,"$28.43M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","FPXE","First Trust IPOX Europe Equity Opportunities ETF",1092,"$2.01M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","FJP","First Trust Japan AlphaDEX Fund",2019,"$78.06M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","FEX","First Trust Large Cap Core AlphaDEX Fund",2257,"$1.34B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","FTC","First Trust Large Cap Growth AlphaDEX Fund",2457,"$1.06B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","RNLC","First Trust Large Cap US Equity Select ETF",1204,"$17.01M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","FTA","First Trust Large Cap Value AlphaDEX Fund",2070,"$1.08B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","FLN","First Trust Latin America AlphaDEX Fund",1086,"$11.01M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","LMBS","First Trust Low Duration Opportunities ETF",2167,"$3.33B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","LDSF","First Trust Low Duration Strategic Focus ETF",1109,"$50.3M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","FMB","First Trust Managed Municipal ETF",2216,"$989.81M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","FMK","First Trust Mega Cap AlphaDEX Fund",1767,"$23.17M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","FNX","First Trust Mid Cap Core AlphaDEX Fund",2370,"$840.74M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","FNY","First Trust Mid Cap Growth AlphaDEX Fund",2017,"$297.57M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","RNMC","First Trust Mid Cap US Equity Select ETF",1151,"$11.77M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","FNK","First Trust Mid Cap Value AlphaDEX Fund",1661,"$49.25M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","FAD","First Trust Multi Cap Growth AlphaDEX Fund",2474,"$182.48M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","FAB","First Trust Multi Cap Value AlphaDEX Fund",2138,"$78.15M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","MDIV","First Trust Multi-Asset Diversified Income Index Fund",895,"$673.27M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","MCEF","First Trust Municipal CEF Income Opportunity ETF",966,"$9.82M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","FMHI","First Trust Municipal High Income ETF",2188,"$67M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","QABA","First Trust NASDAQ ABA Community Bank Index Fund",2015,"$150.68M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF",1657,"$60.06M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","FTXO","First Trust Nasdaq Bank ETF",1271,"$137.54M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund",1142,"$111.56M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ",2045,"$28.7M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","CIBR","First Trust NASDAQ Cybersecurity ETF",1486,"$965.37M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","FTXG","First Trust Nasdaq Food & Beverage ETF",1135,"$3.15M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","CARZ","First Trust NASDAQ Global Auto Index Fund",1637,"$16.88M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","FTXN","First Trust Nasdaq Oil & Gas ETF",749,"$8.36M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","FTXH","First Trust Nasdaq Pharmaceuticals ETF",1099,"$7.1M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","FTXD","First Trust Nasdaq Retail ETF",1205,"$7.95M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","FTXL","First Trust Nasdaq Semiconductor ETF",1704,"$24.84M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","TDIV","First Trust NASDAQ Technology Dividend Index Fund",1834,"$963.82M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","FTXR","First Trust Nasdaq Transportation ETF",1197,"$2.26M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund",2369,"$685.57M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund",2187,"$90.83M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","QTEC","First Trust NASDAQ-100- Technology Index Fund",2588,"$2.44B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","AIRR","First Trust RBA American Industrial Renaissance ETF",1311,"$66.62M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","RDVY","First Trust Rising Dividend Achievers ETF",1629,"$779.53M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","RFAP","First Trust RiverFront Dynamic Asia Pacific ETF",2051,"$26.47M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","RFDI","First Trust RiverFront Dynamic Developed International ETF",2198,"$268.54M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","RFEM","First Trust RiverFront Dynamic Emerging Markets ETF",2239,"$80.32M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","RFEU","First Trust RiverFront Dynamic Europe ETF",2224,"$45.16M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","FID","First Trust S&P International Dividend Aristocrats ETF",819,"$16.49M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","FTSL","First Trust Senior Loan Fund ETF",2036,"$1.58B","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","FYX","First Trust Small Cap Core AlphaDEX Fund",2247,"$553.28M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","FYC","First Trust Small Cap Growth AlphaDEX Fund",2001,"$260.01M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","RNSC","First Trust Small Cap US Equity Select ETF",984,"$5.99M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","FYT","First Trust Small Cap Value AlphaDEX Fund",1678,"$53.2M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","SDVY","First Trust SMID Cap Rising Dividend Achievers ETF",956,"$6.8M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","FKO","First Trust South Korea AlphaDEX Fund",924,"$1.88M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","FCVT","First Trust SSI Strategic Convertible Securities ETF",1653,"$193.42M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
