"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Ex","Company","City","State","BreachType","TotalRecords","BreachYear","Latitude","Longitude","CompanyName"
"4669","IEX","IDEX Corporation",3068,"$12.49B","1989","Capital Goods","Fluid Controls","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4670","IDT","IDT Corporation",2542,"$231.79M","n/a","Public Utilities","Telecommunications Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4671","INFO","IHS Markit Ltd.",2367,"$26.31B","1996","Technology","Computer Software: Programming, Data Processing","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4672","ITW","Illinois Tool Works Inc.",2983,"$48.48B","n/a","Technology","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4673","IMAX","Imax Corporation",3200,"$1.28B","n/a","Miscellaneous","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4674","ICD","Independence Contract Drilling, Inc.",255,"$80.8M","2014","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4675","IHC","Independence Holding Company",3686,"$551.33M","n/a","Finance","Life Insurance","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4676","IRT","Independence Realty Trust, Inc.",657,"$1.25B","2013","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4677","IFN","India Fund, Inc. (The)",3173,"$538.63M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4678","IBA","Industrias Bachoco, S.A. de C.V.",2204,"$2.75B","1997","Consumer Non-Durables","Meat/Poultry/Fish","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4679","INFY","Infosys Limited",2759,"$48.7B","n/a","Technology","EDP Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4680","ING","ING Group, N.V.",4269,"$37.2B","1997","Finance","Commercial Banks","NYSE","ING","Wilmington","Delaware","Unintended Disclosure",0,2010,39.745833,-75.546667,"ING Group, N.V."
"4681","IR","Ingersoll-Rand plc (Ireland)",2831,"$29.25B","n/a","Capital Goods","Auto Parts:O.E.M.","NYSE","Ingersoll Rand","Montvale","New Jersey","Portable Device",1510,2006,41.046764,-74.022917,"Ingersoll-Rand plc (Ireland)"
"4682","NGVT","Ingevity Corporation",4138,"$3.19B","2016","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4683","INGR","Ingredion Incorporated",4148,"$5.16B","n/a","Consumer Non-Durables","Packaged Foods","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4684","IIPR","Innovative Industrial Properties, Inc.",4244,"$1.01B","2016","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4685","IPHI","Inphi Corporation",4017,"$2.78B","2010","Technology","Semiconductors","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4686","INSI","Insight Select Income Fund",3150,"$213.34M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4687","NSP","Insperity, Inc.",4329,"$4.08B","n/a","Technology","Professional Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4688","INSP","Inspire Medical Systems, Inc.",4071,"$1.66B","1998","Health Care","Medical/Dental Instruments","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4689","IBP","Installed Building Products, Inc.",3951,"$1.71B","2014","Basic Industries","Homebuilding","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4690","INST","Instructure, Inc.",3756,"$1.53B","2015","Technology","Computer Software: Prepackaged Software","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4691","ITGR","Integer Holdings Corporation",4113,"$2.36B","n/a","Miscellaneous","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4692","I","Intelsat S.A.",3192,"$2.91B","2013","Consumer Services","Telecommunications Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4693","ICE","Intercontinental Exchange Inc.",4305,"$52.39B","2005","Finance","Investment Bankers/Brokers/Service","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4694","IHG","Intercontinental Hotels Group",4028,"$11.41B","n/a","Consumer Services","Hotels/Resorts","NYSE","InterContinental Hotels Group (IHG)","Denham","Buckinghamshire","Hacking",0,2016,51.569583,-0.493857,"Intercontinental Hotels Group"
"4695","IHG","Intercontinental Hotels Group",4028,"$11.41B","n/a","Consumer Services","Hotels/Resorts","NYSE","InterContinental Hotels Group (IHG)",NA,"Buckinghamshire","Hacking",0,2017,51.813707,-0.809471,"Intercontinental Hotels Group"
"4696","IFS","Intercorp Financial Services Inc.",3724,"$4.42B","2019","Finance","Commercial Banks","NYSE","United Shore Financial Services, LLC","Troy","Michigan","Hacking",0,2013,42.60641,-83.149775,"Intercorp Financial Services Inc."
"4697","IBM","International Business Machines Corporation",2917,"$120.06B","n/a","Technology","Computer Manufacturing","NYSE","Interior National Business Center","Denver","Colorado","Portable Device",7500,2010,39.739154,-104.984703,"International Business Machines Corporation"
"4698","IBM","International Business Machines Corporation",2917,"$120.06B","n/a","Technology","Computer Manufacturing","NYSE","IBM","Armonk","New York","Portable Device",2226,2007,41.126485,-73.71402,"International Business Machines Corporation"
"4699","IBM","International Business Machines Corporation",2917,"$120.06B","n/a","Technology","Computer Manufacturing","NYSE","Health Net Inc., International Business Machines (IBM)","Rancho Cordova","California","Portable Device",1900000,2011,38.589072,-121.302728,"International Business Machines Corporation"
"4700","IBM","International Business Machines Corporation",2917,"$120.06B","n/a","Technology","Computer Manufacturing","NYSE","IBM",NA,"New York","Unknown",1900000,2011,40.760537,-73.97889,"International Business Machines Corporation"
"4701","IFF","International Flavors & Fragrances, Inc.",2745,"$11.72B","n/a","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4702","IGT","International Game Technology",539,"$2.45B","2015","Consumer Services","Services-Misc. Amusement & Recreation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4703","IP","International Paper Company",1844,"$15.36B","n/a","Basic Industries","Paper","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4704","INSW","International Seaways, Inc.",3082,"$504.11M","2016","Consumer Services","Marine Transportation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4705","IPG","Interpublic Group of Companies, Inc. (The)",980,"$7.7B","n/a","Technology","Advertising","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4706","INXN","InterXion Holding N.V.",4195,"$6.19B","2011","Technology","Computer Software: Programming, Data Processing","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4707","IPI","Intrepid Potash, Inc",3172,"$391.94M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4708","IVC","Invacare Corporation",1913,"$163.01M","n/a","Health Care","Industrial Specialties","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4709","VBF","Invesco Bond Fund",3148,"$225.38M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4710","VCV","Invesco California Value Municipal Income Trust",2873,"$645.22M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4711","VTA","Invesco Credit Opportunities Fund",443,"$803.92M","2007","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4712","IHIT","Invesco High Income 2023 Target Term Fund",409,"$250.92M","2016","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4713","IHTA","Invesco High Income 2024 Target Term Fund",397,"$90.67M","2017","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4714","VLT","Invesco High Income Trust II",2932,"$115.77M","1989","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4715","IVR","INVESCO MORTGAGE CAPITAL INC",2985,"$2.15B","2009","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4716","OIA","Invesco Municipal Income Opportunities Trust",2502,"$380.69M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4717","VMO","Invesco Municipal Opportunity Trust",2816,"$860.88M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4718","VKQ","Invesco Municipal Trust",598,"$704.78M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4719","VPV","Invesco Pennsylvania Value Municipal Income Trust",2888,"$328.13M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4720","IVZ","Invesco Plc",767,"$7.38B","n/a","Finance","Investment Managers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4721","IQI","Invesco Quality Municipal Income Trust",604,"$683.79M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4722","VVR","Invesco Senior Income Trust",1869,"$745.35M","1998","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4723","VTN","Invesco Trust  for Investment Grade New York Municipal",2885,"$266.85M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4724","VGM","Invesco Trust for Investment Grade Municipals",2865,"$713.6M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4725","IIM","Invesco Value Municipal Income Trust",3006,"$732.67M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4726","IRET","Investors Real Estate Trust",4069,"$805M","n/a","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4727","NVTA","Invitae Corporation",3308,"$2.31B","2015","Health Care","Medical Specialities","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4728","INVH","Invitation Homes Inc.",3528,"$15.46B","2017","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4729","IO","Ion Geophysical Corporation",2431,"$109.45M","n/a","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4730","IQV","IQVIA Holdings, Inc.",3024,"$30.39B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4731","IRM","Iron Mountain Incorporated",1664,"$9.14B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE","Iron Mountain Incorporated",NA,"Massachusetts","Physical Loss",10000,2014,40.760537,-73.97889,"Iron Mountain Incorporated"
"4732","IRM","Iron Mountain Incorporated",1664,"$9.14B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE","Iron Mountain",NA,"California","Physical Loss",49714,2014,40.760537,-73.97889,"Iron Mountain Incorporated"
"4733","IRM","Iron Mountain Incorporated",1664,"$9.14B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE","Iron Mountain",NA,"California","Physical Loss",2691,2014,36.778261,-119.417932,"Iron Mountain Incorporated"
"4734","IRS","IRSA Inversiones Y Representaciones S.A.",2076,"$289.34M","n/a","Consumer Services","Homebuilding","NYSE","IRS",NA,"Pennsylvania","Insider",20000,2014,41.203322,-77.194525,"IRSA Inversiones Y Representaciones S.A."
"4735","IRS","IRSA Inversiones Y Representaciones S.A.",2076,"$289.34M","n/a","Consumer Services","Homebuilding","NYSE","IRS","Washington","District Of Columbia","Insider",28200000,2016,38.907192,-77.036871,"IRSA Inversiones Y Representaciones S.A."
"4736","ICL","Israel Chemicals Shs",3731,"$5.85B","2014","Basic Industries","Agricultural Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4737","STAR          ","iStar Inc.",601,"$795.73M","n/a","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4738","ITCB","Ita? CorpBanca",500,"$3.83B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4739","ITUB","Itau Unibanco Banco Holding SA",4169,"$80.29B","n/a","Finance","Major Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4740","ITT","ITT Inc.",3952,"$5.01B","2011","Capital Goods","Fluid Controls","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4741","IVH","Ivy High Income Opportunities Fund",640,"$222.87M","2013","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4742","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","JP Morgan Chase Bank","Greenburgh","New York","Card Fraud",0,2010,41.031944,-73.833056,"J P Morgan Chase & Co"
"4743","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","JP Morgan Chase","Hackettstown","New Jersey","Insider",12,2010,40.853988,-74.829056,"J P Morgan Chase & Co"
"4744","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","JP Morgan Chase & Co.","Dallas","Texas","Portable Device",0,2005,32.802955,-96.769923,"J P Morgan Chase & Co"
"4745","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","JP Morgan Chase, Citibank","New York","New York","Unknown",0,2011,40.714353,-74.005973,"J P Morgan Chase & Co"
"4746","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","J.P. Morgan Chase, Capital One","New York","New York","Card Fraud",6000,2013,40.714353,-74.005973,"J P Morgan Chase & Co"
"4747","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","JPMorgan Chase","New York","New York","Hacking",0,2013,40.712784,-74.005941,"J P Morgan Chase & Co"
"4748","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","JP Morgan Chase","New York","New York","Unintended Disclosure",0,2013,40.712784,-74.005941,"J P Morgan Chase & Co"
"4749","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","JPMorgan Chase","New York","New York","Hacking",465000,2013,40.712784,-74.005941,"J P Morgan Chase & Co"
"4750","JPM","J P Morgan Chase & Co",2747,"$351.28B","n/a","Finance","Major Banks","NYSE","J.P Morgan Chase","New York","New York","Hacking",7.6e+07,2014,40.712784,-74.005941,"J P Morgan Chase & Co"
"4751","JAX","J. Alexander&#39;s Holdings, Inc.",528,"$173.4M","2015","Consumer Services","Restaurants","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4752","JILL","J. Jill, Inc.",350,"$82.46M","2017","Consumer Non-Durables","Apparel","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4753","JCP","J.C. Penney Company, Inc. Holding Company",2705,"$235.74M","n/a","Consumer Services","Department/Specialty Retail Stores","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4754","SJM","J.M. Smucker Company (The)",2733,"$11.99B","n/a","Consumer Non-Durables","Packaged Foods","NYSE","J.M. Smucker Company",NA,"Maryland","Hacking",0,2014,40.760537,-73.97889,"J.M. Smucker Company (The)"
"4755","JBL","Jabil Inc.",3530,"$4.41B","1993","Technology","Electrical Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4756","JEC","Jacobs Engineering Group Inc.",4242,"$12.04B","n/a","Basic Industries","Military/Government/Technical","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4757","JAG","Jagged Peak Energy Inc.",2309,"$1.47B","2017","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4758","JHX","James Hardie Industries plc.",2992,"$6.75B","n/a","Capital Goods","Building Materials","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4759","JHG","Janus Henderson Group plc",3137,"$3.59B","2017","Finance","Investment Managers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4760","JOF","Japan Smaller Capitalization Fund Inc",2509,"$232.05M","1990","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4761","JBGS","JBG SMITH Properties",3700,"$5.13B","2017","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4762","JEF","Jefferies Financial Group Inc.",3119,"$5.59B","n/a","Finance","Investment Bankers/Brokers/Service","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4763","JELD","JELD-WEN Holding, Inc.",3083,"$1.74B","2017","Basic Industries","Forest Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4764","JCAP","Jernigan Capital, Inc.",3142,"$429.39M","2015","Consumer Services","Real Estate Investment Trusts","NYSE","Curian Capital","Denver","Colorado","Unintended Disclosure",706,2010,39.739154,-104.984703,"Jernigan Capital, Inc."
"4765","JT","Jianpu Technology Inc.",1543,"$506.58M","2017","Technology","Computer Software: Programming, Data Processing","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4766","JKS","JinkoSolar Holding Company Limited",3234,"$860.39M","2010","Technology","Semiconductors","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4767","JMP","JMP Group LLC",3565,"$69.57M","2007","Finance","Investment Bankers/Brokers/Service","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4768","JBT","John Bean Technologies Corporation",2727,"$3.24B","n/a","Technology","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4769","BTO","John Hancock Financial Opportunities Fund",1625,"$569.08M","1994","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4770","HEQ","John Hancock Hedged Equity & Income Fund",2888,"$168.19M","2011","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4771","JHS","John Hancock Income Securities Trust",2942,"$169.81M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4772","JHI","John Hancock Investors Trust",853,"$149.33M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4773","HPF","John Hancock Pfd Income Fund II",1213,"$487.77M","2002","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4774","HPI","John Hancock Preferred Income Fund",1253,"$620.76M","2002","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4775","HPS","John Hancock Preferred Income Fund III",3137,"$603.83M","2003","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4776","PDT","John Hancock Premium Dividend Fund",3084,"$838.17M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4777","HTD","John Hancock Tax Advantaged Dividend Income Fund",1372,"$918.24M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4778","HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund",3999,"$73.22M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4779","JNJ","Johnson & Johnson",2848,"$338.76B","n/a","Health Care","Major Pharmaceuticals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4780","JCI","Johnson Controls International plc",1975,"$33.97B","n/a","Consumer Services","Other Consumer Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4781","JLL","Jones Lang LaSalle Incorporated",2912,"$6.91B","n/a","Finance","Real Estate","NYSE","Jones Lang LaSalle","Chicago","Illinois","Portable Device",20,2010,41.850033,-87.650052,"Jones Lang LaSalle Incorporated"
"4782","JLL","Jones Lang LaSalle Incorporated",2912,"$6.91B","n/a","Finance","Real Estate","NYSE","Jones lang la salle",NA,NA,"Unknown",106,2018,0,0,"Jones Lang LaSalle Incorporated"
"4783","JMEI","Jumei International Holding Limited",352,"$235.75M","2014","Consumer Services","Other Specialty Stores","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4784","JMIA","Jumia Technologies AG",2750,"$874.25M","2019","Consumer Services","Catalog/Specialty Distribution","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4785","JNPR","Juniper Networks, Inc.",3275,"$8.01B","1999","Technology","Computer Communications Equipment","NYSE","Juniper Network","sunnyvale","California","Hacking",0,2015,37.36883,-122.03635,"Juniper Networks, Inc."
"4786","JP","Jupai Holdings Limited",358,"$65.48M","2015","Consumer Services","Other Consumer Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4787","JE","Just Energy Group, Inc.",261,"$166.03M","n/a","Public Utilities","Oil/Gas Transmission","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4788","LRN","K12 Inc",1402,"$1.06B","n/a","Consumer Services","Other Consumer Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4789","KAI","Kadant Inc",4202,"$926.61M","n/a","Technology","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4790","KDMN","Kadmon Holdings, Inc.",1008,"$277.42M","2016","Health Care","Major Pharmaceuticals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4791","KAMN","Kaman Corporation",3966,"$1.63B","n/a","Consumer Durables","Industrial Specialties","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4792","KSU","Kansas City Southern",2843,"$12.57B","n/a","Transportation","Railroads","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4793","KAR","KAR Auction Services, Inc",1415,"$3.55B","2009","Consumer Durables","Automotive Aftermarket","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4794","KMF","Kayne Anderson Midstream Energy Fund, Inc",418,"$499.12M","2010","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4795","KYN","Kayne Anderson MLP/Midstream Investment Company",685,"$1.78B","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4796","KB","KB Financial Group Inc",3609,"$12.67B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4797","KBH","KB Home",1479,"$2.48B","1986","Capital Goods","Homebuilding","NYSE","KB Home","Charleston","South Carolina","Stationary Device",2700,2007,32.776566,-79.930922,"KB Home"
"4798","KBR","KBR, Inc.",1342,"$3.61B","2006","Basic Industries","Military/Government/Technical","NYSE","KBR, Inc.","Houston","Texas","Portable Device",0,2011,29.762884,-95.383062,"KBR, Inc."
"4799","FRAC","Keane Group, Inc.",3871,"$556.41M","2017","Energy","Oilfield Services/Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4800","K","Kellogg Company",4029,"$21.39B","n/a","Consumer Non-Durables","Packaged Foods","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4801","KEM","Kemet Corporation",3049,"$971.93M","n/a","Capital Goods","Electrical Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4802","KMPR","Kemper Corporation",4073,"$4.66B","n/a","Finance","Property-Casualty Insurers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4803","KMT","Kennametal Inc.",3554,"$2.46B","n/a","Capital Goods","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4804","KW","Kennedy-Wilson Holdings Inc.",1123,"$2.99B","n/a","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4805","KEN","Kenon Holdings Ltd.",3209,"$1.13B","2015","Public Utilities","Electric Utilities: Central","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4806","KDP","Keurig Dr Pepper Inc.",3472,"$38.38B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4807","KEG","Key Energy Services, Inc.",252,"$21.03M","2016","Energy","Oilfield Services/Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4808","KEY","KeyCorp",825,"$16.65B","n/a","Finance","Major Banks","NYSE","KeyCorp","Cleveland","Ohio","Portable Device",9300,2006,41.499495,-81.695409,"KeyCorp"
"4809","KEY","KeyCorp",825,"$16.65B","n/a","Finance","Major Banks","NYSE","KeyCorp","Cleveland","Ohio","Unintended Disclosure",17,2006,41.499495,-81.695409,"KeyCorp"
"4810","KEYS","Keysight Technologies Inc.",4323,"$18.19B","2014","Capital Goods","Industrial Machinery/Components","NYSE","RightNow Technologies",NA,"Montana","Unintended Disclosure",2700,2012,40.760537,-73.97889,"Keysight Technologies Inc."
"4811","KRC","Kilroy Realty Corporation",4151,"$7.86B","1997","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4812","KRP","Kimbell Royalty Partners",2994,"$718.64M","2017","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4813","KMB","Kimberly-Clark Corporation",2957,"$48.56B","n/a","Consumer Durables","Containers/Packaging","NYSE","Kimberly-Clark","Neenah","Wisconsin","Hacking",0,2017,44.202681,-88.518434,"Kimberly-Clark Corporation"
"4814","KIM","Kimco Realty Corporation",3113,"$7.76B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4815","KMI","Kinder Morgan, Inc.",3180,"$45.89B","2011","Public Utilities","Natural Gas Distribution","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4816","KFS","Kingsway Financial Services, Inc.",3171,"$64.58M","n/a","Finance","Property-Casualty Insurers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4817","KGC","Kinross Gold Corporation",3741,"$6.22B","n/a","Basic Industries","Precious Metals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4818","KEX","Kirby Corporation",4120,"$4.41B","n/a","Consumer Services","Marine Transportation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4819","KL","Kirkland Lake Gold Ltd.",3847,"$10.25B","n/a","Basic Industries","Precious Metals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4820","KRG","Kite Realty Group Trust",2934,"$1.2B","2004","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4821","KKR","KKR & Co. Inc.",3385,"$21.77B","n/a","Finance","Investment Managers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4822","KIO","KKR Income Opportunities Fund",2993,"$310.8M","2013","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4823","KREF","KKR Real Estate Finance Trust Inc.",932,"$1.09B","2017","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4824","KNX","Knight Transportation, Inc.",1729,"$5.82B","2017","Transportation","Trucking Freight/Courier Services","NYSE","LCP Transportation, Inc",NA,"Indiana","Unintended Disclosure",54528,2019,0,0,"Knight Transportation, Inc."
"4825","KNL","Knoll, Inc.",3273,"$1.15B","2004","Consumer Durables","Office Equipment/Supplies/Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4826","KNOP","KNOT Offshore Partners LP",3116,"$607.13M","2013","Consumer Services","Marine Transportation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
